FID,OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STAr,Shape_STLe,ShapeSTAre,ShapeSTLen,PARK_ID,REGION,TC_ID,Shape_Leng,OBJECTID_1,TC_ID_1,VALUE_0,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_E_P,TC_Pv_P,TC_P_P,TC_Pi_P,OBJECTID_2,TC_ID_12,Total_A,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Perv_A,Imperv_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Perv_P,Imperv_P,Shape__Area,Shape__Length
722,8554,Erie/Wolcott Streets Park,BNAN_TTOR,Land Trust,3,Roxbury,0.25,72-78 Erie Street,Residential District,"Parks, Playgrounds & Athletic Fields",BNAN_TTOR,BNAN,N,X, ,NA,0,0,10845.8898926,429.31275801, ,INFO_Reallocation From Dept,8554,429.312758018,714,8554,0,7239,3228,10845,118,3346,66.7496542185,29.764868603,30.8529276164,1.08805901337,714,8554,10845,7239,3228,0,0,0,260,118,10467,378,66.7496542185,29.764868603,0,0,0,2.39741816505,1.08805901337,96.5145228216,3.48547717842,10845.8896484375,429.312758023897
723,8555,Brighton Common,City of Boston,A97,1,Allston-Brighton,0.51023197,30 Chestnut Hill Ave,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X,"Brighton Square, Wilson Square", ,0,0,22068.6945801,646.725646194,032,PARK_Maintenance_Region 4,8555,646.725646186,715,8555,0,9621,8607,22075,3847,12454,43.5832389581,38.9898074745,56.4167610419,17.4269535674,715,8555,22075,9621,8607,0,0,0,0,3847,18228,3847,43.5832389581,38.9898074745,0,0,0,0,17.4269535674,82.5730464326,17.4269535674,22068.6950683594,646.725646212277
724,8556,Sweeney Playground,City of Boston,A97,3,South Boston,0.47965763,180 West Fifth Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,20139.7900391,606.81851871,297,PARK_Maintenance_Region 6,8556,606.818518751,716,8556,0,9466,179,20144,10230,10409,46.9916600477,0.888602065131,51.672954726,50.7843526608,716,8556,20144,9466,179,0,0,231,38,10230,9645,10499,46.9916600477,0.888602065131,0,0,1.14674344718,0.18864177919,50.7843526608,47.8802621128,52.1197378872,20139.7900390625,606.818518731249
725,8557,Ryan Play Area,City of Boston,A97,3,Dorchester,0.63,9 Harborview Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,27718.043457,682.230066535,275,PARK_Maintenance_Region 2,8557,682.230066498,717,8557,0,11540,4179,27722,11677,15856,41.6275881971,15.0746699372,57.1964504725,42.1217805353,717,8557,27722,11540,4179,0,0,188,138,11677,15719,12003,41.6275881971,15.0746699372,0,0,0.678161748792,0.49779958156,42.1217805353,56.7022581343,43.2977418657,27718.0437011719,682.230066489146
726,8558,Lambert Avenue Playground,City of Boston,A97,3,Roxbury,0.66,Opposite 52 Lambert Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,28837.8100586,686.63352697,174,PARK_Maintenance_Region 5,8558,686.633527037,718,8558,0,16535,9300,28837,2670,11970,57.3395290772,32.2502340743,41.509172244,9.25893816971,718,8558,28837,16535,9300,0,0,0,332,2670,25835,3002,57.3395290772,32.2502340743,0,0,0,1.15129867878,9.25893816971,89.5897631515,10.4102368485,28837.8103027344,686.633527016446
727,8559,Adams/King Playground,City of Boston,A97,3,Dorchester,0.68,470 Adams Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Old Hemenway School Site, ,0,0,29509.7055664,695.100061117,002,PARK_Maintenance_Region 2,8559,695.100061141,719,8559,0,6428,10926,29504,12150,23076,21.7868763557,37.0322668113,78.2131236443,41.180856833,719,8559,29504,6428,10926,3004,0,0,0,9146,20358,9146,21.7868763557,37.0322668113,10.181670282,0,0,0,30.999186551,69.000813449,30.999186551,29509.7043457031,695.100061133347
728,8560,Meany Park,Commonwealth of Massachusetts,A97,3,Dorchester,0.22341152, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, , ,0,0,10147.8806152,410.342283847, ,INFO_Reallocation From Dept,8560,410.342283856,720,8560,0,6465,937,10150,2748,3685,63.6945812808,9.2315270936,36.3054187192,27.0738916256,720,8560,10150,6465,937,0,0,0,0,2748,7402,2748,63.6945812808,9.2315270936,0,0,0,0,27.0738916256,72.9261083744,27.0738916256,10147.8813476563,410.342283854824
729,8561,Lincoln Square,City of Boston,A97,1,Central Boston,0.05486393,Between Emerson & E. Fourth St.,Special District,"Malls, Squares & Plazas",BPRD, ,X,X,Abraham Lincoln Square, ,0,0,2379.44897461,199.287600169,178,PARK_Maintenance_Ground Maintenance,8561,199.287600164,721,8561,0,1,1971,2378,406,2377,0.0420521446594,82.8847771236,99.9579478553,17.0731707317,721,8561,2378,1,1971,0,0,0,0,406,1972,406,0.0420521446594,82.8847771236,0,0,0,0,17.0731707317,82.9268292683,17.0731707317,2379.44897460938,199.287600160837
730,8562,Bunker Hill Burying Ground,City of Boston,Ch114S7/A97,4,Charlestown,1.1230495,Opposite 204 Bunker Hill Str.,Commercial/Office/Business District,Cemeteries & Burying Grounds,BPRD, ,X,A, , ,0,0,48140.0349121,1027.15433425,037,PARK_Cemetery Maintenance Request,8562,1027.15433425,722,8562,0,20166,27511,48140,192,27703,41.8903199003,57.1479019526,57.5467386789,0.398836726215,722,8562,48140,20166,27511,0,0,271,0,192,47677,463,41.8903199003,57.1479019526,0,0,0.562941420856,0,0.398836726215,99.0382218529,0.961778147071,48140.0349121094,1027.15433427101
731,8563,Magazine Street Garden,City of Boston, ,5,Roxbury,0.1922413, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,8154.62866211,388.852933801, ,INFO_Reallocation From Dept,8563,388.852933814,723,8563,0,964,5013,8149,2162,7175,11.8296723524,61.5167505215,88.0476132041,26.5308626825,723,8563,8149,964,5013,0,0,0,10,2162,5977,2172,11.8296723524,61.5167505215,0,0,0,0.12271444349,26.5308626825,73.346422874,26.653577126,8154.62890625,388.852933824454
732,8564,Clifford Playground,City of Boston,A97,3,Roxbury,7.65642255,Opposite 65 Proctor St.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,329003.131104,2814.56412798,059,PARK_Maintenance_Region 5,8564,2814.564128,724,8564,0,43196,215130,328994,70494,285624,13.1297227305,65.3902502781,86.817388767,21.4271384888,724,8564,328994,43196,215130,42564,0,95,79,27930,300890,28104,13.1297227305,65.3902502781,12.9376219627,0,0.0288759065515,0.0240125959744,8.48951652614,91.4575949713,8.54240502866,329003.132080078,2814.56412800855
733,8565,Elmhurst Street Park,City of Boston,A97,3,Dorchester,0.23484021,27-35 Elmhurst Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,0,0,10229.6408691,437.957112938,106,PARK_Maintenance_Ground Maintenance,8565,437.957112834,725,8565,0,4615,2066,10234,3525,5591,45.0947820989,20.1876099277,54.6316200899,34.4440101622,725,8565,10234,4615,2066,0,0,28,0,3525,6681,3553,45.0947820989,20.1876099277,0,0,0.273597811218,0,34.4440101622,65.2823920266,34.7176079734,10229.6401367188,437.957112872093
734,8566,Kevin Fitzgerald Park,Community Group/Nonprofit,Land Trust,3,Jamaica Plain,6.58, ,Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields",Community Group/Nonprofit, ,N,X,Puddingstone Park, ,0,0,286503.966309,2815.78621462, ,INFO_Reallocation From Dept,8566,2815.78621451,726,8566,0,148795,118268,286508,19445,137713,51.9339774108,41.2791265863,48.0660225892,6.7868960029,726,8566,286508,148795,118268,0,0,0,0,19445,267063,19445,51.9339774108,41.2791265863,0,0,0,0,6.7868960029,93.2131039971,6.7868960029,286503.966064453,2815.78621453876
735,8567,Dunbarton Woods,City of Boston,A97,6,West Roxbury,0.68656657, ,Residential District,Urban Wilds & Natural Areas,BCC,Private+BPRD,X,X, , ,0,0,32024.4787598,909.225758899, ,INFO_Reallocation From Dept,8567,909.225758889,727,8567,0,31607,421,32028,0,421,98.6855251655,1.31447483452,1.31447483452,0,727,8567,32028,31607,421,0,0,0,0,0,32028,0,98.6855251655,1.31447483452,0,0,0,0,0,100,0,32024.4790039063,909.225758909338
736,8568,Southwest Corridor Community Farm,Community Group/Nonprofit,Land Trust/Esmt,5,Jamaica Plain,0.61160726,57 Lamartine Street,Residential District,Community Gardens,TTOR,TTOR,N, , , ,0,0,26424.954834,718.991979648, ,INFO_Reallocation From Dept,8568,718.9919797,728,8568,0,5909,17300,26425,3120,20420,22.3614001892,65.4683065279,77.275307474,11.8070009461,728,8568,26425,5909,17300,0,0,59,37,3120,23209,3216,22.3614001892,65.4683065279,0,0,0.223273415326,0.140018921476,11.8070009461,87.8297067171,12.1702932829,26424.9553222656,718.991979680839
737,8569,Joe's American Harborwalk,Private,Ch91/WPA,1,Central Boston,0.05,98-104 Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, , ,0,0,1899.01269531,344.125672491, ,INFO_Reallocation From Dept,8569,344.125672467,729,8569,1713,0,0,185,96,96,0,0,51.8918918919,51.8918918919,729,8569,185,0,0,0,0,89,0,96,0,185,0,0,0,0,48.1081081081,0,51.8918918919,0,100,1899.0126953125,344.125672503627
738,8570,Spencer Street Garden,BNAN_TTOR,Land Trust,5,Dorchester,0.1029241, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,4512.64135742,280.384257016, ,INFO_Reallocation From Dept,8570,280.384257005,730,8570,0,0,3278,4512,1234,4512,0,72.6507092199,100,27.3492907801,730,8570,4512,0,3278,0,0,0,0,1234,3278,1234,0,72.6507092199,0,0,0,0,27.3492907801,72.6507092199,27.3492907801,4512.6416015625,280.384257005384
739,8571,Nira Avenue Garden,BNAN_TTOR,Land Trust,5,Jamaica Plain,0.16903517, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,7875.71972656,354.932942345, ,INFO_Reallocation From Dept,8571,354.932942364,731,8571,0,5444,2036,7877,291,2327,69.1126063222,25.8474038339,29.5417036943,3.69429986035,731,8571,7877,5444,2036,0,0,106,0,291,7480,397,69.1126063222,25.8474038339,0,0,1.3456899835,0,3.69429986035,94.9600101562,5.03998984385,7875.71948242188,354.932942343128
740,8572,Arcola Park Garden,BNAN_TTOR,Land Trust,1,Jamaica Plain,0.07232682, ,Residential District,"Malls, Squares & Plazas",NULL, ,N, , , ,0,0,3281.60644531,239.723340077, ,INFO_Reallocation From Dept,8572,239.723340028,732,8572,0,2123,19,3283,1132,1151,64.6664636004,0.57873895827,35.0593968931,34.4806579348,732,8572,3283,2123,19,0,0,3,6,1132,2142,1141,64.6664636004,0.57873895827,0,0,0.0913798355163,0.182759671033,34.4806579348,65.2452025586,34.7547974414,3281.60620117188,239.723340050714
741,8573,Bradford Street Play Area,City of Boston,A97,3,South End,0.04,18 Bradford Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,1596.4753418,161.649462029,030,PARK_Maintenance_Region 6,8573,161.649461984,733,8573,0,1596,1,1597,0,1,99.9373825924,0.0626174076393,0.0626174076393,0,733,8573,1597,1596,1,0,0,0,0,0,1597,0,99.9373825924,0.0626174076393,0,0,0,0,0,100,0,1596.47607421875,161.649461986452
742,8574,Lincoln Square,City of Boston,A97,1,South Boston,0.22,Between Emerson & E. Fourth St.,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,William Hannigan Square, ,0,0,9434.1730957,521.427682407,179,PARK_Maintenance_Region 6,8574,521.427682421,734,8574,0,5246,3673,9430,213,3886,55.6309650053,38.9501590668,41.2089077413,2.25874867444,734,8574,9430,5246,3673,0,0,0,298,213,8919,511,55.6309650053,38.9501590668,0,0,0,3.16012725345,2.25874867444,94.5811240721,5.41887592789,9434.17309570313,521.427682421132
743,8575,Laviscount Park,City of Boston,A97,3,Roxbury,0.64,80 Humboldt Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Townsend Street Plaza,BPRD,0,0,50272.5742188,1081.07474441,177,PARK_Maintenance_Region 5,8575,1081.0747444,735,8575,0,24491,19164,50273,6468,25632,48.7160105822,38.1198655342,50.9856185229,12.8657529887,735,8575,50273,24491,19164,0,0,0,150,6468,43655,6618,48.7160105822,38.1198655342,0,0,0,0.298370894914,12.8657529887,86.8358761164,13.1641238836,50272.5749511719,1081.07474440609
744,8576,Statler Park,City of Boston,A97,1,Central Boston,0.22675082,Between Columbus Ave. & Stuart St.,Special District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,10134.5681152,496.320021525,294,PARK_Maintenance_Region 5,8576,496.320021535,736,8576,0,1841,6511,10132,1780,8291,18.1701539676,64.2617449664,81.8298460324,17.5681010659,736,8576,10132,1841,6511,0,0,0,0,1780,8352,1780,18.1701539676,64.2617449664,0,0,0,0,17.5681010659,82.4318989341,17.5681010659,10134.5681152344,496.320021534704
745,8577,Hynes Playground,City of Boston,A97,3,West Roxbury,6.36389352,480 VFW Pkwy,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,279491.688599,2129.95501837,159,PARK_Maintenance_Region 4,8577,2129.95501838,737,8577,1750,64331,173512,277751,39859,213371,23.1613927583,62.470342141,76.8209655411,14.3506234001,737,8577,277751,64331,173512,14258,0,15,34,25601,252101,25650,23.1613927583,62.470342141,5.13337485734,0,0.00540052061019,0.0122411800498,9.21724854276,90.7651097566,9.23489024342,279491.688110352,2129.95501839125
746,8578,Rink Grounds,Commonwealth of Massachusetts,A97,3,Charlestown,0.73, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, , ,0,0,31985.9255371,1995.25745435, ,INFO_Reallocation From Dept,8578,1995.2574544,738,8578,0,18322,5304,31980,6724,12028,57.292057536,16.5853658537,37.6110068793,21.0256410256,738,8578,31980,18322,5304,0,0,1370,260,6724,23626,8354,57.292057536,16.5853658537,0,0,4.28392745466,0.813008130081,21.0256410256,73.8774233896,26.1225766104,31985.9255371094,1995.25745442515
747,8579,Columbia Road Totlot,City of Boston, ,3,Dorchester,0.22, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,9388.52368164,403.966027815, ,INFO_Reallocation From Dept,8579,403.966027745,739,8579,0,2461,752,9389,6033,6785,26.211524124,8.00937267015,72.2654169773,64.2560443072,739,8579,9389,2461,752,0,0,143,0,6033,3213,6176,26.211524124,8.00937267015,0,0,1.52305889871,0,64.2560443072,34.2208967941,65.7791032059,9388.52294921875,403.966027741487
748,8580,North Square,City of Boston, ,1,Central Boston,0.06604965,Between Gdn Court & Moon St.,Residential District,"Malls, Squares & Plazas",NULL,PWD,N,X, ,PWD,0,0,2935.19433594,257.706092562, ,PARK_Maintenance_Region 1,8580,257.706092484,740,8580,0,0,254,2933,2413,2667,0,8.66007500852,90.9307875895,82.270712581,740,8580,2933,0,254,0,0,0,266,2413,254,2679,0,8.66007500852,0,0,0,9.0692124105,82.270712581,8.66007500852,91.3399249915,2935.19409179688,257.706092507221
749,8581,Roxbury Heritage State Park I,Commonwealth of Massachusetts,A97,3,Roxbury,2.81, ,Institutional District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, , ,0,0,122703.810791,3884.10699562, ,PARK_Maintenance_Region 3,8581,3884.10699571,741,8581,0,48578,38184,122687,31085,69269,39.595067122,31.1231018771,56.4599346304,25.3368327533,741,8581,122687,48578,38184,0,0,467,4373,31085,86762,35925,39.595067122,31.1231018771,0,0,0.380643425954,3.56435482162,25.3368327533,70.7181689992,29.2818310008,122703.811035156,3884.10699575412
750,8582,Eliot Burying Ground,City of Boston,Ch114S7/A97,4,Roxbury,0.80077488,20 Eustis Str.,Open Space District,Cemeteries & Burying Grounds,BPRD, ,X,A, , ,0,0,34569.7443848,778.884240266,103,PARK_Cemetery Maintenance Request,8582,778.884240192,742,8582,0,18742,15246,34570,331,15577,54.2146369685,44.1018223894,45.0592999711,0.957477581718,742,8582,34570,18742,15246,0,0,174,77,331,33988,582,54.2146369685,44.1018223894,0,0,0.503326583743,0.222736476714,0.957477581718,98.3164593578,1.68354064218,34569.7436523438,778.884240193121
751,8583,Blake Estates Urban Wild I,Private,A97/CR/WPA,6,Hyde Park,1.22,Bank of Mother Brook btwn Hyde Park Ave & Fulton St,Industrial District,Urban Wilds & Natural Areas,BCC,Private,X,X,"Allis Chalmers UW, Area 1",BCC,0,0,52655.4177246,1465.45539087, ,INFO_Reallocation From Dept,8583,1465.45539078,743,8583,0,30988,8397,45970,1889,10286,67.4091798999,18.2662606047,22.375462258,4.10920165325,743,8583,52647,30988,8397,0,6677,0,4696,1889,46062,6585,58.8599540335,15.9496267594,0,12.6825840029,0,8.91978650255,3.58804870173,87.4921647957,12.5078352043,52655.4177246094,1465.45539078271
752,8584,Railroad Avenue,Commonwealth of Massachusetts,A97,6,Hyde Park,1.1, ,Residential District,Urban Wilds & Natural Areas,DCR, ,X,X, , ,0,0,47864.203125,1226.92649829, ,PARK_Maintenance_Ground Maintenance,8584,1226.92649834,744,8584,0,43580,682,47765,3483,4165,91.2383544436,1.4278237203,8.71977389302,7.29195017272,744,8584,47875,43580,682,0,110,0,20,3483,44372,3503,91.0287206266,1.42454308094,0,0.229765013055,0,0.0417754569191,7.27519582245,92.6830287206,7.31697127937,47864.2019042969,1226.92649832261
753,8585,Fairview Cemetery,City of Boston,Ch114S7/A97,4,Hyde Park,57.24643678,28 Fairview Ave.,Residential District,Cemeteries & Burying Grounds,BPRD, ,X,X, , ,0,0,2495306.26624,7299.93058761,111,PARK_Cemetery Maintenance Request,8585,7299.93058751,745,8585,6,1048388,1169314,2495309,257662,1426976,42.0143557371,46.8604890216,57.1863444567,10.3258554351,745,8585,2495309,1048388,1169314,12881,0,3942,16003,244781,2230583,264726,42.0143557371,46.8604890216,0.516208613843,0,0.157976426968,0.641323379189,9.8096468213,89.3910533725,10.6089466275,2495306.26831055,7299.93058749143
754,8586,McCormack School Yard,City of Boston, ,3,Dorchester,0.58,315 Mt Vernon Street,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,BPS,0,0,25390.0341797,646.843718136, ,INFO_Reallocation From Dept,8586,646.843718116,746,8586,0,858,1450,25390,23082,24532,3.37928318236,5.71090980701,96.6207168176,90.9098070106,746,8586,25390,858,1450,58,0,0,0,23024,2366,23024,3.37928318236,5.71090980701,0.22843639228,0,0,0,90.6813706184,9.31862938165,90.6813706184,25390.0339355469,646.843718124891
755,8587,Belvidere/Dalton Plaza,City of Boston, ,1,Back Bay/Beacon Hill,0.14717063, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,Private,N,X, ,PWD,0,0,7185.12231445,468.745739336, ,INFO_Reallocation From Dept,8587,468.745739395,747,8587,0,3671,2332,7183,1060,3392,51.106779897,32.4655436447,47.2226089378,14.7570652931,747,8587,7183,3671,2332,0,0,120,0,1060,6003,1180,51.106779897,32.4655436447,0,0,1.67061116525,0,14.7570652931,83.5723235417,16.4276764583,7185.12231445313,468.745739396503
756,8588,Joyce Playground,City of Boston,A97,3,Allston-Brighton,1.31255051,80 Union Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,59447.8190918,1041.22460077,169,PARK_Maintenance_Region 4,8588,1041.22460074,748,8588,0,36406,8461,59442,14284,22745,61.2462568554,14.2340432691,38.2641903032,24.0301470341,748,8588,59442,36406,8461,0,0,0,291,14284,44867,14575,61.2462568554,14.2340432691,0,0,0,0.489552841425,24.0301470341,75.4803001245,24.5196998755,59447.8195800781,1041.22460072248
757,8589,Cassidy Playground,City of Boston,A97,3,Allston-Brighton,9.3341859,381 Chestnut Hill Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,418485.180176,2708.18130296,044,PARK_Maintenance_Region 4,8589,2708.18130294,749,8589,0,72678,282998,418479,60768,343766,17.3671797151,67.6253766617,82.1465354295,14.5211587678,749,8589,418479,72678,282998,30531,0,2035,0,30237,386207,32272,17.3671797151,67.6253766617,7.2957065946,0,0.486284855393,0,7.22545217323,92.2882629714,7.71173702862,418485.178955078,2708.18130290013
758,8590,Shubow Park I,City of Boston,A97,3,Allston-Brighton,0.57,1825 Commonwealth Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Chiswick Park;  Andrew Jackson Davis Jr Tot Lot", ,0,0,24900.6047363,770.589468965,283,PARK_Maintenance_Region 4,8590,770.589468973,750,8590,0,13343,7870,24896,3622,11492,53.5949550129,31.611503856,46.1600257069,14.5485218509,750,8590,24896,13343,7870,0,0,0,61,3622,21213,3683,53.5949550129,31.611503856,0,0,0,0.245019280206,14.5485218509,85.2064588689,14.7935411311,24900.6037597656,770.589468962816
759,8591,Shubow Park II,City of Boston, ,3,Allston-Brighton,0.16,1825 Commonwealth Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Chiswick Park,BPWD,0,0,6776.5144043,671.207521105, ,PARK_Maintenance_Region 4,8591,671.207521123,751,8591,0,5765,441,6777,571,1012,85.067138852,6.50730411687,14.932861148,8.42555703113,751,8591,6777,5765,441,0,0,0,0,571,6206,571,85.067138852,6.50730411687,0,0,0,0,8.42555703113,91.5744429689,8.42555703113,6776.51440429688,671.207521119618
760,8592,St. Augustine Burying Ground,Private, ,4,South Boston,0.91,"Dorchester Ave, Tudor St, F St,",Residential District,Cemeteries & Burying Grounds,Private,Private,N,N, ,Private,0,0,39774.4672852,1212.76455503, ,INFO_Reallocation From Dept,8592,1212.76455506,752,8592,0,15859,23229,39773,170,23399,39.8737837226,58.403942373,58.8313680135,0.42742564051,752,8592,39773,15859,23229,0,0,255,260,170,39088,685,39.8737837226,58.403942373,0,0,0.641138460765,0.653709803133,0.42742564051,98.2777260956,1.72227390441,39774.4682617188,1212.76455505887
761,8593,Central Square,City of Boston,A97,1,East Boston,0.90501454,Opposite 22 WM C Kelly Sq.,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,39423.135498,780.437599584,048,PARK_Maintenance_Region 1,8593,780.437599614,753,8593,0,14854,3299,39416,21201,24500,37.6852039781,8.36969758474,62.1574994926,53.7878019079,753,8593,39416,14854,3299,0,0,0,62,21201,18153,21263,37.6852039781,8.36969758474,0,0,0,0.157296529328,53.7878019079,46.0549015628,53.9450984372,39423.1364746094,780.437599596686
762,8594,Watson Park II,BHA, ,3,South End,0.02154804,15 Taylor Str.,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BHA,N, , , ,0,0,995.341308594,152.714973638, ,INFO_Reallocation From Dept,8594,152.714973656,754,8594,0,957,4,996,0,4,96.0843373494,0.401606425703,0.401606425703,0,754,8594,996,957,4,0,0,35,0,0,961,35,96.0843373494,0.401606425703,0,0,3.5140562249,0,0,96.4859437751,3.5140562249,995.34130859375,152.714973647727
763,8595,Watson Park I,BRA, ,3,South End,0.08,15 Taylor Str.,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BRA,N,X, ,BRA,0,0,3605.42138672,399.924728721, ,PARK_Maintenance_Region 6,8595,399.924728706,755,8595,0,3166,379,3608,62,441,87.7494456763,10.5044345898,12.2228381375,1.71840354767,755,8595,3608,3166,379,0,0,1,0,62,3545,63,87.7494456763,10.5044345898,0,0,0.0277161862528,0,1.71840354767,98.2538802661,1.74611973392,3605.42138671875,399.924728743617
764,8596,Rossmore/Stedman Park,City of Boston,A97,3,Jamaica Plain,0.07394843,Opposite 41 Rossmore Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,3204.296875,248.070208604,271,PARK_Maintenance_Region 3,8596,248.070208562,756,8596,0,2115,81,3205,1009,1090,65.9906396256,2.52730109204,34.0093603744,31.4820592824,756,8596,3205,2115,81,0,0,0,0,1009,2196,1009,65.9906396256,2.52730109204,0,0,0,0,31.4820592824,68.5179407176,31.4820592824,3204.29663085938,248.070208563829
765,8597,Brewer-Burroughs Tot Lot,City of Boston,A97,3,Jamaica Plain,0.18565302,Opposite 2 Brewer Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,8330.24975586,373.015355013,031,PARK_Maintenance_Region 3,8597,373.01535495,757,8597,0,5782,417,8334,2132,2549,69.378449724,5.00359971202,30.5855531557,25.5819534437,757,8597,8334,5782,417,0,0,0,3,2132,6199,2135,69.378449724,5.00359971202,0,0,0,0.0359971202304,25.5819534437,74.382049436,25.617950564,8330.24951171875,373.015354949727
766,8598,The Fenway I,City of Boston,A97/NRHP,2,Fenway/Kenmore,50.28,The Fenway from Emanuel College to Boston Conservatory of Music (Brookline Ave to Boylston St),Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Fenway Parkway, ,0,0,294057.636963,25658.2467214, ,INFO_Reallocation From Dept,8598,25658.2467213,758,8598,1,167208,42214,294062,67432,109646,56.8614781917,14.3554760561,37.2866946426,22.9312185866,758,8598,294062,167208,42214,47,0,300,16908,67385,209469,84593,56.8614781917,14.3554760561,0.0159830239881,0,0.102019302052,5.74980786365,22.9152355626,71.2329372717,28.7670627283,294057.637207031,25658.2467212068
767,8599,Avenue Louis Pasteur,City of Boston, ,2,Fenway/Kenmore,1.49, ,Residential District,"Parkways, Reservations & Beaches", ,BPWD,N,X, ,BPWD,0,0,64724.8696289,5522.51311617, ,INFO_Reallocation From Dept,8599,5522.51311605,759,8599,2,24551,7729,64738,29962,37691,37.9236306342,11.9388921499,58.2208285705,46.2819364206,759,8599,64738,24551,7729,0,0,20,2476,29962,32280,32458,37.9236306342,11.9388921499,0,0,0.0308937563718,3.82464703883,46.2819364206,49.8625227841,50.1374772159,64724.8693847656,5522.51311602769
768,8600,Brighton Police Station Campus,City of Boston, ,1,Allston-Brighton,0.45, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,BPD,N,X, ,BPD,0,0,19791.916748,1192.7587855, ,INFO_Reallocation From Dept,8600,1192.75878555,760,8600,0,9317,6936,19794,2777,9713,47.0698191371,35.0409214914,49.0704253814,14.0295038901,760,8600,19794,9317,6936,0,0,760,4,2777,16253,3541,47.0698191371,35.0409214914,0,0,3.83954733758,0.020208143882,14.0295038901,82.1107406285,17.8892593715,19791.9174804688,1192.75878550412
769,8601,Public Ground,City of Boston,A97,1,Allston-Brighton,0.06, ,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X, ,BPRD,0,0,2775.32861328,200.241862988,345,INFO_Reallocation From Dept,8601,200.241863004,761,8601,0,2034,0,2773,406,406,73.3501622791,0,14.6411828345,14.6411828345,761,8601,2773,2034,0,0,0,0,333,406,2034,739,73.3501622791,0,0,0,0,12.0086548864,14.6411828345,73.3501622791,26.6498377209,2775.32983398438,200.241862998011
770,8602,Tebroc Street Playlot,City of Boston,A97,3,Dorchester,0.02,151 Bowdoin Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,0,0,3198.05444336,264.569235502, ,PARK_Maintenance_Region 2,8602,264.569115404,762,8602,0,3167,0,3197,30,30,99.061620269,0,0.938379730998,0.938379730998,762,8602,3197,3167,0,0,0,0,0,30,3167,30,99.061620269,0,0,0,0,0,0.938379730998,99.061620269,0.938379730998,3198.05639648438,264.56911539724
