FID,OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STAr,Shape_STLe,ShapeSTAre,ShapeSTLen,PARK_ID,REGION,TC_ID,Shape_Leng,OBJECTID_1,TC_ID_1,VALUE_0,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_E_P,TC_Pv_P,TC_P_P,TC_Pi_P,OBJECTID_2,TC_ID_12,Total_A,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Perv_A,Imperv_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Perv_P,Imperv_P,Shape__Area,Shape__Length
771,8603,BU Grounds West,Private, ,1,Allston-Brighton,1.1,899-925 Commonwealth Avenue,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,47968.6123047,2034.15747058, ,INFO_Reallocation From Dept,8603,2034.15747084,763,8603,0,10518,17817,47971,15737,33554,21.9257468054,37.1411894686,69.9464259657,32.8052364971,763,8603,47971,10518,17817,0,0,3899,0,15737,28335,19636,21.9257468054,37.1411894686,0,0,8.12782722895,0,32.8052364971,59.066936274,40.933063726,47968.61328125,2034.15747083223
772,8604,BU Grounds Central,Private, ,1,Fenway/Kenmore,2.53983108, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X,Boston Univ Campus, ,0,0,212502.752686,9939.62543344, ,INFO_Reallocation From Dept,8604,9939.62543299,764,8604,0,88641,52193,212541,43013,95206,41.7053650825,24.5566737712,44.7941808875,20.2375071163,764,8604,212541,88641,52193,0,0,22308,6386,43013,140834,71707,41.7053650825,24.5566737712,0,0,10.4958572699,3.00459676015,20.2375071163,66.2620388537,33.7379611463,212502.75,9939.62543300612
773,8605,BU Grounds South,Private, ,1,Fenway/Kenmore,0.83,630-640 Commonwealth Avenue,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,39500.0957031,920.552264539, ,INFO_Reallocation From Dept,8605,920.552264632,765,8605,0,5682,13567,39507,12724,26291,14.3822613714,34.3407497406,66.5477004075,32.206950667,765,8605,39507,5682,13567,0,0,7534,0,12724,19249,20258,14.3822613714,34.3407497406,0,0,19.0700382211,0,32.206950667,48.723011112,51.276988888,39500.0966796875,920.552264632257
774,8606,BU Yard,Private, ,3,Fenway/Kenmore,0.18, ,Residential District,"Parks, Playgrounds & Athletic Fields", , ,N,N, , ,0,0,7986.96386719,382.276942081, ,INFO_Reallocation From Dept,8606,382.276942064,766,8606,0,5604,2259,7985,32,2291,70.1815904822,28.2905447714,28.6912961803,0.400751408892,766,8606,7985,5604,2259,0,0,90,0,32,7863,122,70.1815904822,28.2905447714,0,0,1.12711333751,0,0.400751408892,98.4721352536,1.5278647464,7986.96435546875,382.276942076569
775,8607,BU Grounds East,Private, ,1,Fenway/Kenmore,0.61,594-596 Commonwealth Avenue,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,44774.2692871,1789.67439737, ,INFO_Reallocation From Dept,8607,1789.67439734,767,8607,0,18364,19179,44773,4598,23777,41.0157907668,42.8360842472,53.1056663614,10.2695821142,767,8607,44773,18364,19179,0,0,1600,1032,4598,37543,7230,41.0157907668,42.8360842472,0,0,3.5735822929,2.30496057892,10.2695821142,83.851875014,16.148124986,44774.2685546875,1789.67439738643
776,8608,Aquarium Plaza,Private,Ch91/WPA,1,Central Boston,0.46,248 Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,28646.9611816,1071.81348494, ,INFO_Reallocation From Dept,8608,1071.81348501,768,8608,0,0,0,28647,17902,17902,0,0,62.4917094286,62.4917094286,768,8608,28647,0,0,0,0,3478,7267,17902,0,28647,0,0,0,0,12.140887353,25.3674032185,62.4917094286,0,100,28646.9614257813,1071.81348496512
777,8609,Aquarium Harborwalk I,Private,Ch91/WPA,1,Central Boston,0.53,248 Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X,Central Wharf Harborwalk, ,0,0,24966.9365234,3070.98386597, ,INFO_Reallocation From Dept,8609,3070.9838659,769,8609,5762,0,752,18129,16096,16848,0,4.1480500855,92.9339731921,88.7859231066,769,8609,19190,0,752,0,1061,888,393,16096,1813,17377,0,3.91870766024,0,5.52892131318,4.62741010943,2.04794163627,83.8770192809,9.44762897342,90.5523710266,24966.935546875,3070.98386596703
778,8610,Kilmarnock-Brookline Square,Private, ,1,Fenway/Kenmore,0.1,Brookline Avenue,Commercial/Office/Business District,"Malls, Squares & Plazas", , ,N,X, , ,0,0,4385.69506836,280.15795225, ,INFO_Reallocation From Dept,8610,280.157952253,770,8610,0,643,91,4388,1357,1448,14.6536007293,2.07383773929,32.999088423,30.9252506837,770,8610,4388,643,91,0,0,2297,0,1357,734,3654,14.6536007293,2.07383773929,0,0,52.3473108478,0,30.9252506837,16.7274384686,83.2725615314,4385.69580078125,280.157952281747
779,8612,Hanlon Square,City of Boston,A97,1,Jamaica Plain,0.04,"IFO 2-6 Francis Street, nr Huntington & Tremeont Streets (Brigham Circle)",Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Francis Circle,BPRD,0,0,1673.82983398,222.84468725,140,PARK_Maintenance_Region 3,8612,222.844687226,771,8612,0,665,0,1677,1012,1012,39.6541443053,0,60.3458556947,60.3458556947,771,8612,1677,665,0,0,0,0,0,1012,665,1012,39.6541443053,0,0,0,0,0,60.3458556947,39.6541443053,60.3458556947,1673.830078125,222.844687229234
780,8613,Essex Square,City of Boston,A97,1,Charlestown,0.03,23-25 Essex Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,1093.33618164,136.125741619,337,PARK_Maintenance_Ground Maintenance,8613,136.125741657,772,8613,0,145,0,1089,879,879,13.3149678604,0,80.7162534435,80.7162534435,772,8613,1089,145,0,0,0,65,0,879,145,944,13.3149678604,0,0,0,5.96877869605,0,80.7162534435,13.3149678604,86.6850321396,1093.33642578125,136.125741645916
781,8614,Mt. Pleasant Play Area,City of Boston,A97,3,Roxbury,0.31333134,30 Mt. Pleasant Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,17360.644043,575.62043795,208,PARK_Maintenance_Region 5,8614,575.62043799,773,8614,0,11247,245,17356,5862,6107,64.8017976492,1.41161557963,35.1866789583,33.7750633787,773,8614,17356,11247,245,563,0,0,2,5299,12055,5301,64.8017976492,1.41161557963,3.24383498502,0,0,0.0115233924867,30.5312283936,69.4572482139,30.5427517861,17360.6447753906,575.620437939673
782,8615,Joslin Park,City of Boston,A97,1,Fenway/Kenmore,0.30400885,Corner of Pilgrim and Joslin Rd.,Institutional District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,13412.5351562,665.518085338,168,PARK_Maintenance_Region 3,8615,665.518085336,774,8615,0,7038,3099,13413,2589,5688,52.4714828897,23.1044509058,42.4066204429,19.302169537,774,8615,13413,7038,3099,0,0,0,687,2589,10137,3276,52.4714828897,23.1044509058,0,0,0,5.12189666741,19.302169537,75.5759337956,24.4240662044,13412.5349121094,665.518085356802
783,8616,Norton/Stonehurst Garden,BNAN_TTOR,Land Trust,5,Dorchester,0.08486794, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,3482.31884766,254.885559465, ,INFO_Reallocation From Dept,8616,254.885559457,775,8616,0,299,2586,3482,579,3165,8.58701895462,74.2676622631,90.8960367605,16.6283744974,775,8616,3482,299,2586,0,0,18,0,579,2885,597,8.58701895462,74.2676622631,0,0,0.516944284894,0,16.6283744974,82.8546812177,17.1453187823,3482.31860351563,254.885559464242
784,8617,Lawn Street Garden,Private, ,5,Jamaica Plain,0.13142626, ,Open Space District,Community Gardens,NULL, ,N, , , ,0,0,6446.3671875,405.505695032, ,PARK_Maintenance_Ground Maintenance,8617,405.505695,776,8617,0,3262,3135,6446,49,3184,50.6050263729,48.6348122867,49.3949736271,0.760161340366,776,8617,6446,3262,3135,0,0,0,0,49,6397,49,50.6050263729,48.6348122867,0,0,0,0,0.760161340366,99.2398386596,0.760161340366,6446.3671875,405.505694969199
785,8618,Walden Street Community Garden,Community Group/Nonprofit, ,5,Jamaica Plain,0.24024827, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,10995.3022461,423.938512703, ,PARK_Maintenance_Ground Maintenance,8618,423.93851269,777,8618,0,3596,5495,10995,1808,7303,32.7057753524,49.977262392,66.4211005002,16.4438381082,777,8618,10995,3596,5495,0,0,80,16,1808,9091,1904,32.7057753524,49.977262392,0,0,0.727603456116,0.145520691223,16.4438381082,82.6830377444,17.3169622556,10995.3022460938,423.938512701496
786,8619,Hennigan Schoolyard,City of Boston,100,3,Jamaica Plain,1.86, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,82063.614502,2412.58619528, ,INFO_Reallocation From Dept,8619,2412.58619524,778,8619,0,35909,19999,82065,25221,45220,43.7567781637,24.3697069396,55.1026625236,30.732955584,778,8619,82065,35909,19999,0,0,935,1,25221,55908,26157,43.7567781637,24.3697069396,0,0,1.13934076647,0.00121854627429,30.732955584,68.1264851033,31.8735148967,82063.6142578125,2412.58619528736
787,8620,Round Hill Street Garden,BNAN_TTOR,Land Trust,5,Jamaica Plain,0.06917935, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,3071.22583008,228.823785685, ,INFO_Reallocation From Dept,8620,228.823785632,779,8620,0,645,1640,3070,785,2425,21.009771987,53.4201954397,78.990228013,25.5700325733,779,8620,3070,645,1640,0,0,0,0,785,2285,785,21.009771987,53.4201954397,0,0,0,0,25.5700325733,74.4299674267,25.5700325733,3071.22583007813,228.823785654646
788,8621,Portsmouth Street Playground,City of Boston,A97,3,Allston-Brighton,4.2823461,35 Portsmouth Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,185610.088379,1913.38879129,243,PARK_Maintenance_Region 4,8621,1913.38879118,780,8621,1,27997,118938,185604,38491,157429,15.0842654253,64.0815930691,84.8198314691,20.7382384,780,8621,185604,27997,118938,9791,0,76,102,28700,156726,28878,15.0842654253,64.0815930691,5.275209586,0,0.0409473933751,0.0549557121614,15.463028814,84.4410680804,15.5589319196,185610.089355469,1913.38879117388
789,8622,Heath Square,City of Boston,A97,1,Jamaica Plain,0.07251873, ,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,4264.60693359,231.907858452,150,PARK_Maintenance_Region 3,8622,231.907858467,781,8622,0,2029,2103,4269,137,2240,47.5286952448,49.2621222769,52.4713047552,3.20918247833,781,8622,4269,2029,2103,0,0,0,0,137,4132,137,47.5286952448,49.2621222769,0,0,0,0,3.20918247833,96.7908175217,3.20918247833,4264.60791015625,231.907858468559
790,8623,Emmel Square,City of Boston,A97,1,Roslindale,0.02, ,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Gustav Emmel Square, Carruth Square, Emmet Square (sic)",BPRD,0,0,796.346191406,134.372391445,336,INFO_Reallocation From Dept,8623,134.372391529,782,8623,0,228,410,797,153,563,28.6072772898,51.4429109159,70.6398996236,19.1969887077,782,8623,797,228,410,0,0,0,6,153,638,159,28.6072772898,51.4429109159,0,0,0,0.752823086575,19.1969887077,80.0501882058,19.9498117942,796.345947265625,134.372391505834
791,8624,Thompson Square,City of Boston, ,1,Charlestown,0.14,"111 Warren St.;  other parcel bounded by Austin and Main Streets",Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,BPRD,N,X,"Edward ""Gus"" Whalen Park",PWD,0,0,5906.87866211,515.334815009, ,PARK_Maintenance_Region 1,8624,515.334815008,783,8624,0,3507,0,5907,2396,2396,59.3702386998,0,40.5620450313,40.5620450313,783,8624,5907,3507,0,0,0,0,4,2396,3507,2400,59.3702386998,0,0,0,0,0.0677162688336,40.5620450313,59.3702386998,40.6297613002,5906.8798828125,515.334815007061
792,8625,Tremlett Square,City of Boston,A97,1,Dorchester,0.16,Tremlett Street btwn Waldeck and Hooper Sts (at Waldeck end),Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Town Meeting Park,BPRD,0,0,6886.37915039,639.420134214,305,PARK_Maintenance_Region 2,8625,639.420134188,784,8625,0,4407,2141,6887,97,2238,63.990126325,31.0875562654,32.4960069697,1.40845070423,784,8625,6887,4407,2141,0,0,0,242,97,6548,339,63.990126325,31.0875562654,0,0,0,3.51386670539,1.40845070423,95.0776825904,4.92231740961,6886.37939453125,639.42013419454
793,8626,Bonito Square,City of Boston, ,1,East Boston,0.05754655, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X,"Joseph A. Bonito Square;  Walley Park",PWD,0,0,2707.58618164,254.761645335, ,PARK_Maintenance_Region 1,8626,254.761645314,785,8626,0,0,1405,2706,129,1534,0,51.9216555802,56.6888396157,4.76718403548,785,8626,2706,0,1405,0,0,0,1172,129,1405,1301,0,51.9216555802,0,0,0,43.3111603843,4.76718403548,51.9216555802,48.0783444198,2707.58642578125,254.761645326432
794,8627,Richardson Park,Commonwealth of Massachusetts,A97,1,Dorchester,1.12087438, ,Residential District,"Malls, Squares & Plazas",DCR,DCR,X,X, ,DCR,0,0,48533.8586426,935.786857183, ,INFO_Reallocation From Dept,8627,935.786857218,786,8627,0,18611,27625,48526,960,28585,38.3526357004,56.9282446524,58.9065655525,1.97832090014,786,8627,48526,18611,27625,0,0,932,398,960,46236,2290,38.3526357004,56.9282446524,0,0,1.92061987388,0.820178873181,1.97832090014,95.2808803528,4.7191196472,48533.8588867188,935.78685720683
795,8628,Columbia Road,City of Boston,A97,2,Dorchester,0.58,Columbia Road btwn Boston Road and I-93,Residential District,"Parkways, Reservations & Beaches",DCR,MA DOT,N,X, ,DCR,0,0,25062.2666016,5194.22578561, ,INFO_Reallocation From Dept,8628,5194.22578538,787,8628,0,15499,4000,25083,4061,8061,61.7908543635,15.9470557748,32.1373041502,16.1902483754,787,8628,25083,15499,4000,0,0,0,1523,4061,19499,5584,61.7908543635,15.9470557748,0,0,0,6.07184148627,16.1902483754,77.7379101383,22.2620898617,25062.2653808594,5194.22578547105
796,8629,Mount Vernon Square,Private, ,1,Back Bay/Beacon Hill,0.05,Off River Street btwn Mt Vernon St and Pickney St,Residential District,"Malls, Squares & Plazas", ,Private,N,X, , ,0,0,1975.74731445,170.582203768, ,INFO_Reallocation From Dept,8629,170.582203795,788,8629,0,1649,161,1973,0,161,83.5783071465,8.16016218956,8.16016218956,0,788,8629,1973,1649,161,0,0,0,163,0,1810,163,83.5783071465,8.16016218956,0,0,0,8.26153066396,0,91.738469336,8.26153066396,1975.74731445313,170.582203787147
797,8630,Charlestown Veteran's Memorial Park,City of Boston, ,1,Charlestown,0.04,"On Main Street, opposite John Harvard Mall, just north of City Square",Commercial/Office/Business District,"Malls, Squares & Plazas", , ,N,X, , ,0,0,1916.80883789,183.219765026, ,INFO_Reallocation From Dept,8630,183.219765022,789,8630,0,1439,0,1923,293,293,74.8309932397,0,15.2366094644,15.2366094644,789,8630,1923,1439,0,0,0,191,0,293,1439,484,74.8309932397,0,0,0,9.93239729589,0,15.2366094644,74.8309932397,25.1690067603,1916.80908203125,183.219765022219
798,8631,Castle Square Parks,BRA, ,3,South End,1.19, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,51812.0454102,2254.52681473, ,PARK_Maintenance_Ground Maintenance,8631,2254.52681474,790,8631,1,37035,5465,51812,7943,13408,71.4795800201,10.5477495561,25.8781749402,15.3304253841,790,8631,51812,37035,5465,1108,0,697,672,6835,43608,8204,71.4795800201,10.5477495561,2.13850073342,0,1.34524820505,1.29699683471,13.1919246507,84.1658303096,15.8341696904,51812.0476074219,2254.52681471096
799,8632,Hillside/Calumet,City of Boston, ,7,Jamaica Plain,1.26,Parker and Prospect Streets,Open Space District,Urban Wilds & Natural Areas, , ,N,N,Prospect Hillside,DND,0,0,54740.7768555,1639.03788821, ,INFO_Reallocation From Dept,8632,1639.03788813,791,8632,0,53969,465,54740,230,695,98.5915235659,0.849470222872,1.2696382901,0.420168067227,791,8632,54740,53969,465,0,0,76,0,230,54434,306,98.5915235659,0.849470222872,0,0,0.138838143953,0,0.420168067227,99.4409937888,0.55900621118,54740.77734375,1639.03788806647
800,8633,Judge Street,Private, ,6,Jamaica Plain,0.14697678, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,6538.15844727,323.399813837, ,PARK_Maintenance_Ground Maintenance,8633,323.399813931,792,8633,0,1486,694,6540,1026,1720,22.7217125382,10.6116207951,26.2996941896,15.6880733945,792,8633,6540,1486,694,0,0,3334,0,1026,2180,4360,22.7217125382,10.6116207951,0,0,50.9785932722,0,15.6880733945,33.3333333333,66.6666666667,6538.15893554688,323.399813902761
801,8634,Roberts Playground,City of Boston,A97,3,Dorchester,10.18916048,56 Dunbar Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,443387.330811,3001.45957958,265,PARK_Maintenance_Region 2,8634,3001.45957968,793,8634,1,46878,97487,443387,298336,395823,10.5727051086,21.9868873016,89.2725767783,67.2856894767,793,8634,443387,46878,97487,0,0,0,686,298336,144365,299022,10.5727051086,21.9868873016,0,0,0,0.154718113071,67.2856894767,32.5595924102,67.4404075898,443387.329833984,3001.45957969102
802,8635,Willow Pond Meadow,Commonwealth of Massachusetts,A97/WPA,3,Jamaica Plain,6.29554264, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,DCR,X,X,"Olmsted Park;  Former Kelly Rink Site",DCR,0,0,272323.112793,2217.40104114, ,INFO_Reallocation From Dept,8635,2217.40104115,794,8635,31183,185399,46658,241139,8650,55308,76.8847013548,19.3490061749,22.9361488602,3.58714268534,794,8635,241139,185399,46658,0,0,0,432,8650,232057,9082,76.8847013548,19.3490061749,0,0,0,0.179149784979,3.58714268534,96.2337075297,3.76629247032,272323.113769531,2217.40104113058
803,8636,Olmsted Park,City of Boston,A97/NRHP/RSP,3,Jamaica Plain,42.95562559, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Daisy Field, ,0,0,1865347.23047,8807.48382705,221,PARK_Maintenance_Region 3,8636,8807.48382705,795,8636,358052,1157329,219542,1429025,49448,268990,80.987316527,15.3630622277,18.8233235948,3.46026136702,795,8636,1507187,1157329,219542,20913,78162,5,2701,28535,1475946,31241,76.7873528633,14.5663411375,1.38755177692,5.18595237353,0.000331743838024,0.179208021301,1.8932620836,97.9271981513,2.07280184874,1865347.22851563,8807.48382700386
804,8637,Foster's Nook CG I,City of Boston, ,5,South Boston,0.07,344 Athens Street,Residential District,Community Gardens, ,Community Group/Nonprofit,N,X, ,DND,0,0,3171.03222656,227.96154827, ,INFO_Reallocation From Dept,8637,227.961548269,796,8637,0,1573,995,3173,492,1487,49.5745351402,31.3583359597,46.864166404,15.5058304444,796,8637,3173,1573,995,0,0,1,112,492,2568,605,49.5745351402,31.3583359597,0,0,0.0315159155373,3.52978254018,15.5058304444,80.9328710999,19.0671289001,3171.0322265625,227.961548289718
805,8638,Foster's Nook CG II,Community Group/Nonprofit, ,5,South Boston,0.04,348 Athens Street,Residential District,Community Gardens, ,Community Group/Nonprofit,N,X, , ,0,0,1784.41235352,186.567024111, ,INFO_Reallocation From Dept,8638,186.567024171,797,8638,0,279,1433,1782,10,1443,15.6565656566,80.4152637486,80.9764309764,0.561167227834,797,8638,1782,279,1433,0,0,0,60,10,1712,70,15.6565656566,80.4152637486,0,0,0,3.367003367,0.561167227834,96.0718294052,3.92817059484,1784.41259765625,186.567024150158
806,8639,Frieda Garcia Park,City of Boston,A97,3,Back Bay/Beacon Hill,0.27, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X, ,BPRD,0,0,11665.3820801,486.116817144,127,PARK_Maintenance_Ground Maintenance,8639,486.116817152,798,8639,0,9285,16,11692,1918,1934,79.4132740335,0.136845706466,16.5412247691,16.4043790626,798,8639,11692,9285,16,0,0,0,473,1918,9301,2391,79.4132740335,0.136845706466,0,0,0,4.0455011974,16.4043790626,79.55011974,20.44988026,11665.3823242188,486.116817151702
807,8640,Geneva Cliffs II,Private, ,6,North Dorchester,1.19,Cedar Avenue,Open Space District,Urban Wilds & Natural Areas,NULL,BPRD,N,X,NStar at Geneva Cliffs, ,0,0,51657.8918457,947.299930728, ,INFO_Reallocation From Dept,8640,947.299930787,799,8640,0,39321,11476,51641,844,12320,76.1429871614,22.2226525435,23.8570128386,1.63436029511,799,8640,51641,39321,11476,0,0,0,0,844,50797,844,76.1429871614,22.2226525435,0,0,0,0,1.63436029511,98.3656397049,1.63436029511,51657.8923339844,947.29993076531
808,8642,Boundary I,City of Boston, ,6,Roslindale,6.92577563, ,Residential District,Urban Wilds & Natural Areas,NULL,NULL,N,X, ,NULL,0,0,307701.701172,2478.82099607, ,INFO_Reallocation From Dept,8642,2478.82099608,800,8642,0,279531,28171,307702,0,28171,90.8447133915,9.15528660847,9.15528660847,0,800,8642,307702,279531,28171,0,0,0,0,0,307702,0,90.8447133915,9.15528660847,0,0,0,0,0,100,0,307701.701171875,2478.82099610783
809,8643,Stony Brook Reservation III,Commonwealth of Massachusetts,A97/WPA/NHP,2,Roslindale,70.42, ,Residential District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,3059604.99854,16517.3469377, ,INFO_Reallocation From Dept,8643,16517.3469377,801,8643,0,2892222,153552,3048706,2587,156139,94.8671993954,5.03662865491,5.12148432811,0.0848556731938,801,8643,3058396,2892222,153552,0,9690,62,283,2587,3055464,2932,94.5666290435,5.02067096609,0,0.316832745008,0.002027206418,0.00925321639186,0.0845868226351,99.9041327546,0.095867245445,3059605.00146484,16517.3469377231
810,8644,George Wright Golf Course,City of Boston,A97,3,Roslindale,156.37,420 West Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,6794170.7168,14378.2881264,132,PARK_Maintenance_Region 4,8644,14378.2881266,802,8644,6,2952637,3493580,6732686,266810,3760390,43.8552607384,51.8898401024,55.8527458432,3.96290574074,802,8644,6774189,2952637,3493580,32232,41503,19629,30,234578,6519952,254237,43.5865754557,51.571929865,0.475806033755,0.612663744693,0.289761623126,0.000442857440204,3.46282042027,96.2469750992,3.75302490084,6794170.71557617,14378.2881266259
