FID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Leng,Shape__Length
2521,Blue Hill Avenue,5139000,3,2,1,2012,SLM,66.3902090715,66.3902090732827
2522,Blue Hill Avenue,4762400,3,2,1,2010,BL,198.668296054,198.668296052375
2523,Old Road,5384100,0,2,0,2009,BL,22.6672186748,22.6672186795229
2524,Columbia Road,6255100,5,2,1,2010,SLM,27.5383955551,27.5383955550922
2525,Columbia Road,5402200,5,2,1,2010,BL,59.8555854707,59.8555854627255
2526,Columbia Road,6246500,5,2,1,2010,BL,67.6589443026,67.6589443050042
2527,Columbia Road,5776500,5,2,1,2010,BL,81.8115968772,81.8115968715822
2528,Columbia Road,6246600,5,2,1,2010,BL,197.204672256,197.204672262731
2529,Blue Hill Avenue,5223400,5,2,1,2012,SLM,69.2516302836,69.2516302891819
2530,Warren Street,4695700,5,2,0,2010,SLM,62.1955746292,62.1955746344429
2531,Warren Street,6263600,5,2,1,2011,SLM,31.4441553305,31.4441553342181
2532,Warren Street,5601800,5,2,1,2011,SLM,144.491302874,144.491302869763
2533,Warren Street,6286500,5,2,1,2011,BL,27.2374541813,27.2374541744892
2534,Washington Street,4609500,3,2,0,2011,SLM,54.878301485,54.8783014825752
2535,Harrison Avenue,5601000,5,2,0,2011,BLSL,73.5061292873,73.506129290962
2536,Washington Street,5394100,3,2,0,2011,SLM,34.5540555736,34.5540555716102
2537,Massachusetts Avenue,5843800,3,2,0,2022,SBL,20.9746896293,20.9746896289871
2538,Belvidere Street,4517700,5,2,0,2013,BL,19.4844724555,19.4844724626334
2539,Belvidere Street,5661800,5,2,0,2013,BL,51.3600470411,51.3600284519956
2540,Dartmouth Street,5238500,5,2,0,2011,BL,95.509248047,95.509248041132
2541,Dorchester Avenue,4700800,3,2,0,2011,BL,52.837864965,52.8378649686907
2542,Norfolk Street,5752600,5,2,0,2017,BL,48.3074514628,48.3074514555228
2543,New England Avenue,4849100,0,2,0,2018,SLMTC,74.8800637969,74.8800637988704
2544,Talbot Avenue,5817600,5,2,0,2010,SLM,135.470197985,135.470197984937
2545,Talbot Avenue,5759600,5,2,0,2010,SLM,57.0839393719,57.0839393732078
2546,Norfolk Street,4861500,5,2,0,2017,BL,73.2288522545,73.2288522545224
2547,Columbia Road,5217800,5,2,1,2010,BL,179.642695628,179.642695627515
2548,Columbia Road,6239300,5,2,1,2010,BL,71.707355206,71.707355211512
2549,Washington Street,4571500,3,2,0,2011,SLM,72.021192558,72.021192552792
2550,Washington Street,5132800,3,2,0,2011,SLM,81.1028854194,81.1028854224622
2551,Washington Street,5715300,3,2,0,2011,SLM,41.9923560967,41.9923560911636
2552,Monsignor Reynolds Way,5671400,5,2,0,2011,SLM,36.8194949538,36.8194949567102
2553,Albany Street,4555300,5,2,0,2012,BL,109.262663215,109.262663217967
2554,Dartmouth Street,4534500,5,2,0,2011,SLM,85.7830799099,85.7830799089941
2555,Dartmouth Street,5269100,5,2,0,2011,BL,44.8287617503,44.8287617468
2556,Commonwealth Avenue,6208700,3,2,1,2010,BL,189.521512133,189.521512131745
2557,Commonwealth Avenue,4478500,3,2,1,2010,BL,206.518129826,206.518129820448
2558,Longfellow Bridge,6273800,2,1,1,2018,SBL,348.924012604,348.923973430051
2559,Dorchester Avenue,5002300,3,2,0,2010,SLM,76.9123638687,76.9123638650644
2560,Adams Street,5014700,5,2,0,2017,BL,136.384218925,136.384218925391
2561,Dorchester Avenue,4992000,3,2,0,2010,SLM,145.83123591,145.831235909957
2562,Talbot Avenue,4872700,5,2,0,2010,BL,205.798839858,205.798839863918
2563,Geneva Avenue,4766300,5,2,0,2016,SLM,72.7523566236,72.7523566212171
2564,Washington Street,5672000,3,2,0,2011,SLM,126.196840148,126.196840139834
2565,Crossman Street,5009000,0,2,0,2022,SLMTC,77.8144540237,77.8144540138751
2566,Washington Street,4623000,3,2,0,2016,SLM,114.109838524,114.109838531799
2567,Gallivan Boulevard,5201100,2,1,1,2020,BL,44.7262970774,44.7262970701125
2568,Morton Street,6281100,2,1,1,2020,BL,48.2476217077,48.2476217018264
2569,Selden Street,5716700,0,2,0,2021,SLMTC,78.8580206229,78.8580206216028
2570,Huntington Avenue,5984300,3,2,1,2022,SBL,47.1031625286,47.1031625307818
2571,Milton Avenue,4928000,6,2,0,2021,SLMTC,75.0585319153,75.0585319117033
2572,Milton Avenue,4930700,6,2,0,2021,SLMTC,28.1919195086,28.1919195115937
2573,Fuller Street,4948800,0,2,0,2021,SLMTC,384.597929821,384.59792983379
2574,Ferndale Street,4868600,0,2,0,2018,SLMTC,161.911766966,161.911766965834
2575,Norwell Street,4808700,0,2,0,2020,SLMTC,153.552264898,153.552264891274
2576,Washington Street,4903000,5,2,0, ,SLM,102.659919813,102.659919814269
2577,Washington Street,4919700,5,2,0, ,SLM,67.0679392326,67.0679392408405
2578,Washington Street,4924200,5,2,0, ,SLM,39.8654203615,39.8654203590028
2579,Washington Street,4938500,5,2,0, ,SLM,60.3724415838,60.3724415839307
2580,Albany Street,5672100,5,2,0,2012,BLSL,63.5995741013,63.599574106381
2581,Kneeland Street,5233400,3,2,0,2017,SBLBL,39.0838700692,39.0838700714967
2582,Boylston Street,5861800,3,2,0,2020,SBL,23.7222854803,23.7222854655183
2583,Essex Street,5650200,5,2,0,2012,SLM,45.8992340634,45.8992340561721
2584,Main Street,4411100,5,2,0,2011,BL,37.034491225,37.0344912220927
2585,Main Street,5760100,5,2,0,2011,BL,18.7259947584,18.7259947481268
2586,Main Street,5173400,5,2,0,2014,BFBL,31.8716561065,31.8716561010533
2587,Main Street,5173300,5,2,0,2011,BL,84.4317693067,84.4317693086324
2588,Main Street,5173200,5,2,0,2011,BL,169.501806816,169.501806822457
2589,Dorchester Avenue,5194800,3,2,0,2010,SLM,126.644649729,126.644649732749
2590,Dorchester Avenue,5743500,3,2,0,2010,SLM,53.1952211849,53.1952211862073
2591,Dorchester Avenue,5192600,3,2,0,2010,SLM,86.8646690968,86.8646690928992
2592,Dorchester Avenue,5192801,3,2,0,2011,SLM,11.6648931335,11.6648931371413
2593,Dorchester Avenue,5192900,3,2,0,2011,SLM,49.4378861509,49.4378861456663
2594,Columbia Road,6242500,5,2,1,2010,BL,72.3893373672,72.3893373639017
2595,Essex Street,5293500,5,2,0,2012,SLM,23.5188734671,23.5188734670901
2596,Summer Street,4464900,0,2,0,0,PED,80.8235175836,80.8235175728089
2597,William Day Boulevard,4608100,3,3,0,2018,BL,356.193097403,356.19309739553
2598,Winter Street,5419300,0,2,0,0,PED,10.5752410188,10.5752410314473
2599,Main Street,5792300,5,2,0,2012,BL,48.717194617,48.7171946085913
2600,Warren Street,5830300,5,2,0,2012,BL,68.4705109243,68.4705109252689
2601,Adams Street,46216000,0,2,0,2017,BL,58.6062899409,58.6062899386432
2602,Ashmont Street,4880200,5,2,0,2013,SLM,70.6262111005,70.6262111003553
2603,Adams Street,5687400,5,2,0,2013,SLM,50.1464718487,50.1464718517205
2604,Dorchester Avenue,5441700,3,2,0,2011,SLM,88.4125230487,88.4125230447748
2605,Dorchester Avenue,4754400,3,2,0,2011,SLM,92.250703427,92.2507034307059
2606,Freeport Street,5605900,3,2,0,2013,BL,115.132121279,115.1321212784
2607,Dorchester Avenue,4723800,3,2,0,2011,BL,97.8273744943,97.8273744895097
2608,Dorchester Avenue,5710200,3,2,0,2011,BL,85.1006434777,85.1006434809993
2609,Dorchester Avenue,5628200,3,2,0,2011,BL,100.374506568,100.374506564402
2610,Constitution Road,5569600,0,2,0,2018,SBL,135.484216297,135.484216299442
2611,Dorchester Avenue,4629900,3,2,0,2011,SLM,79.5787437527,79.5787437601985
2612,Dorchester Avenue,5267300,3,2,0,2011,BL,16.8789825408,16.8789825443992
2613,Dorchester Avenue,4545400,3,2,1,2011,BL,112.183635365,112.183635361234
2614,A Street,5398800,5,2,0,2013,BL,48.9784893253,48.9784893204374
2615,A Street,4542400,5,2,0,2013,BL,49.9955934522,49.9955934568534
2616,A Street,4538200,5,2,0,2013,BL,59.5162716083,59.5162716107971
2617,Essex Street,5787700,5,2,0,2012,SLM,63.4970744128,63.4970744117289
2618,Devonshire Street,5524200,5,2,0,2012,SLM,36.3980501444,36.3980501500345
2619,Franklin Street,4462200,5,2,0,2011,SLM,64.588321863,64.5883218559983
2620,Purchase Street,5652100,3,2,0,2011,BL,37.4449866062,37.4449866040336
2621,Atlantic Avenue,4478900,3,2,0,2011,BL,187.360018582,187.360018585725
2622,Washington Street,5646900,5,2,0,0,PED,55.4817692543,55.4817692564625
2623,Devonshire Street,5493401,5,2,0,2012,SLM,46.9069370083,46.9069370083074
2624,Kilby Street,5805500,0,2,0,2011,BL,22.6959935346,22.6960286313241
2625,Pearl Street,4459400,3,2,0,2012,BL,118.452176505,118.452176509697
2626,Franklin Street,5647700,5,2,0,2011,BL,46.6682769837,46.6682769780604
2627,North Washington Street,45225100,3,2,0,2014,SLM,44.1891246884,44.1891246884404
2628,Cross Street,45224000,3,2,0,2014,SLM,74.1710597094,74.1710596983542
2629,North Washington Street,45225900,3,2,0,2014,BL,16.057388536,16.0573885282106
2630,Salem Street,4434600,0,2,0,2013,SLM,27.3742315341,27.3742315341089
2631,Ashmont Street,4860000,5,2,0,2013,SLM,50.5260965105,50.5260965047092
2632,Neponset Avenue,4819600,5,2,0,2012,BLSL,68.1393369814,68.139336985225
2633,Neponset Avenue,4843400,5,2,0,2012,BLSL,113.838098363,113.838098366729
2634,Neponset Avenue,4862200,5,2,0,2012,BL,65.4604601874,65.4604601873754
2635,Freeport Street,5331600,3,2,0,2013,SLM,233.475122582,233.475122578503
2636,Old Colony Avenue,5203300,3,3,1,2016,BFBL,106.034924944,106.034924943639
2637,Columbia Road,5737000,3,1,1,2016,BFBL,273.300058771,273.300058775073
2638,Arlington Street,5272600,3,2,0,2020,SBL,50.6576484492,50.6576484525601
2639,Cambridge Street,6283400,3,2,1,2022,SBL,43.7573346165,43.7573346091377
2640,Charles River Dam,5621100,2,3,1,2019,SBL,226.039824434,226.039813067774
2641,Washington Street,5172000,3,2,0, ,SLM,65.8385015659,65.8385015623477
2642,Tremont Street,5227800,3,2,0,2020,SBL,21.4056341916,21.4056341857432
2643,Cambridge Street,46179900,3,2,1,2022,SBL,213.962692544,213.96269255164
2644,Lomasney Way,5484100,3,2,1,2017,BL,106.265118316,106.265104574789
2645,Dorchester Avenue,4527900,0,2,0,2020,SBL,77.2201931982,77.2201931985824
2646,Broadway,6243100,3,2,1,2021,SBL,82.8452462992,82.8452462997059
2647,Beach Street,4493400,0,2,0, ,SLM,75.5189856363,75.5189856293072
2648,State Street,5330100,3,2,0,2020,SBL,71.9829914603,71.9829914603036
2649,Atlantic Avenue,45234100,3,2,0,2011,BL,143.596402832,143.596402828148
2650,Atlantic Avenue,5652600,3,2,0,2011,BL,50.5091227843,50.509122780679
2651,Seaport Boulevard,5320100,3,2,1,2012,BFBL,303.938264115,303.938264123179
2652,High Street,5326100,3,2,0,2011,BL,48.5910403789,48.5910403807157
2653,John F. Fitzgerald Surface Road,45231800,3,2,0,2011,BL,54.0694393858,54.0694393811925
2654,Atlantic Avenue,5284600,5,2,0,2017,SBL,131.36722775,131.367227745867
2655,Neponset Avenue,4888500,5,2,0,2012,BL,29.6819973456,29.6819973437367
2656,Chelsea Street,5281900,5,2,0,2010,BL,52.4097622051,52.4097622051205
2657,Meridian Street,4414200,3,2,0,2013,BLSL,86.1513933301,86.1513933260084
2658,Stuart Street,0,0, ,1,2020,SBL,92.6781326013,92.6780893309421
2659,Stuart Street,0,0, ,1,2020,BL,93.2110442346,93.2110875158951
2660,Stuart Street,0,0, ,1,2020,SBL,42.2729610445,42.2729501222118
2661,Stuart Street,0,0, ,1,2020,SBL,42.2776318782,42.2775772190978
2662,Mount Vernon Street,4664400,6,2,0,2013,BFBL,72.3024843636,72.3024843621669
2663,Seaport Boulevard,45264200,3,2,0,2012,BL,61.571679012,61.571679025754
2664,Seaport Boulevard,5653000,3,2,0,2012,BL,52.2410972832,52.2410972771057
2665,Drydock Avenue,5278700,0,2,0,2013,BL,182.749289454,182.749289461611
2666,Northern Avenue,45263900,5,5,0,2017,SLM,71.1770219106,71.1770219140576
2667,Maverick Street,5621700,5,2,0,2015,BL,24.5827318632,24.5827318632413
2668,Maverick Street,4429500,5,2,0,2015,BL,80.8559545343,80.8559545259447
2669,Meridian Street,5228700,5,2,0,2013,BLSL,45.1468095948,45.1468095988505
2670,Maverick Street,4428200,5,2,0,2015,BL,63.9848361316,63.9848361315836
2671,Chelsea Street,5281600,5,2,0,2010,BL,38.2769635034,38.2769635083431
2672,Maverick Street,4432800,5,2,0,2015,BL,131.223244005,131.223244004997
2673,Chelsea Street,4419800,5,2,0,2010,BL,183.66586172,183.665861727461
2674,Saratoga Street,5838000,5,2,0,2012,BLSL,214.238408988,214.238408992608
2675, ,0,0, ,0,2012,SLM,0,
2676, ,0,0, ,0,2012,SLM,0,
2677, ,0,0, ,0,2012,SLM,0,
2678, ,0,0, ,0,2012,SLM,0,
2679, ,0,0, ,0,2012,SLM,0,
2680,Stuart Street,0,0, ,1,2020,SBL,113.210917249,113.21094665157
2681,Stuart Street,0,0, ,1,2020,SBL,113.334851738,113.33488785448
2682,Stuart Street,0,0, ,1,2017,BL,66.6366160648,66.6366371481496
2683,Stuart Street,0,0, ,1,2017,SBL,67.0244146472,67.0244036326001
2684,Albany Street,0,5,2,1,2012,SLM,103.144066933,103.14405759783
2685,Albany Street,0,5,2,1,2012,SLM,103.894105478,103.89406804158
2686,Dartmouth Street,5874800,5,2,0,2011,SLM,113.119362172,113.119337964178
2687,Causeway Street,5287600,5,2,0,2017,SLM,35.7826752015,35.7826751954068
2688,Causeway Street,5621300,5,2,0,2017,SBL,41.5715203616,41.5715203636187
2689,Commercial Street,5640700,5,2,0,2017,SBL,17.7639359753,17.7639050223628
2690,Commonwealth Avenue,6227000,3,2,1,2013,BL,150.660411164,150.660460152293
2691,Staniford Street,4438300,3,2,0,2017,SBL,101.269327671,101.269327671367
2692,Staniford Street,5641400,3,2,0,2017,SBL,14.104405357,14.1044053566783
2693,Causeway Street,5287100,5,2,0,2017,SBL,31.1209932119,31.1209932200701
2694,Staniford Street,5641400,3,2,0,2017,SBL,71.0494277912,71.0494277982407
2695,Causeway Street,5287100,5,2,0,2017,SBL,54.2986094244,54.2986094184082
2696,Causeway Street,5287101,5,2,0,2017,SBL,28.0704683605,28.0704683546985
2697,Causeway Street,5287200,5,2,0,2017,SBL,66.6375925403,66.6375925321098
2698,Causeway Street,46183400,5,2,0,2017,SBL,37.2960032166,37.2960032174137
2699,Staniford Street,5641500,3,2,0,2017,SBL,121.242858033,121.242858029938
2700,Causeway Street,5819100,5,2,0,2017,SBL,22.5821374309,22.5821374350348
2701,Staniford Street,5641400,3,2,0,2017,SBL,14.0600034053,14.0600034028956
2702,Truman Highway,6231900,5,3,0,2010,BL,361.814170394,361.814170389029
2703,Truman Highway,6233200,5,3,0,2018,BFBL,243.892814759,243.892786006458
2704,Old Trail Road,5778500,5,2,0,0,SUP,19.2896141638,19.2896395660409
2705,Border Street,5580500,5,2,0,2017,BL,58.3350065005,58.3350065076385
2706,Stuart Street,5508100,3,2,1,2020,SBL,65.8676999916,65.8677531294323
2707,Stuart Street,5508100,3,2,1,2020,SLM,66.9647508455,66.9647742228071
2708,University Of Massachusetts Access Road,6256600,0,B,0,2019,BL,145.003044003,145.003044000003
2709,Summer Street,5750400,3,2,1,2022,BL,100.60837883,100.608378830483
2710,Dorchester Avenue,0,0,2,0,2020,SBL,63.8818611458,63.8818991955942
2711,Staniford,0,0,2,1,2017,BL,41.1586634585,41.1586634590678
2712,Lomasney Way,46183700,3,2,1,2017,BL,20.1755797051,20.1755863680107
2713,Staniford,0,0,2,1,2017,BL,22.5492405029,22.5492405032959
2714,Pierpoint Road,5331000,0,2,0, ,SUP,105.81016704,105.810201026283
2715,Pierpoint Road,5331000,0,2,0, ,SUP,70.0135894629,70.013566196216
2716,Pier Point Road,0,0, ,0, ,SUP,87.5717971288,87.5718103519423
2717, ,6073500,0,2,0, ,SUP,225.615375462,225.615389976284
2718,Charles River Locks,0,0,3,0, ,WALK,211.091909897,211.078612117749
2719,Fiedler Shared-Use Bridge,0,0,3,0, ,WALK,207.018139203,206.817592116402
2720,Dartmouth Street Shared-Use Bridge,0,0,3,0, ,WALK,136.480367258,136.480339820496
2721,Draw Seven Path,0,0,M,0,2021,SUP,358.685269501,358.68525984401
2722,Arnold Arboretum Trails,0,0,2,0, ,SUP,607.918365305,607.918363561443
2723, ,0,0,3,0, ,SUP,17.8832988447,17.8832776981453
2724,Silber Way Shared-Use Bridge,0,0, ,0, ,WALK,121.027589862,121.006636165632
2725,Arnold Arboretum Trails,0,0,2,0, ,SUP,314.558727773,314.558744239412
2726,Emerald Necklace Trail,0,0,2,0, ,SUP,2422.0758938,2422.07590968763
2727,East Boundary Path,0,0,3,0, ,SUP,1253.10024272,1252.92820617212
2728,Neponset River Trail,0,0,3,0, ,SUP,287.055788509,287.055817183829
2729,Tenean Beach Path,0,0,3,0, ,SUP,410.788615518,410.788619380769
2730, ,0,0,3,0, ,SUP,894.771153609,894.77115360931
2731,Boston Harborwalk,0,0, ,0, ,SUPM,1349.87406494,1349.87406495621
2732,Southwest Corridor,0,0,3,0, ,SUPM,914.173431256,914.173435308101
2733,Southwest Corridor,0,0,3,0, ,SUP,4363.36582158,4363.36596683616
2734,Stony Brook Path,0,0,3,0, ,SUP,1356.25493574,1355.83297402353
2735,Gavin Path,0,0,3,0, ,SUP,436.4750527,436.475070987911
2736,Rooney Rock Path,0,0,3,0, ,SUP,1234.69388365,1234.69390527453
2737,Millenium Park Path,0,0,2,0, ,SUPM,2239.05514231,2239.05507295254
2738,Arnold Arboretum Trails,0,0,2,0, ,SUP,1591.23893786,1591.23893786113
2739,Emerald Necklace Trail,0,0,2,0, ,SUPM,530.779428769,530.779428765261
2740,Blossom Street Shared-Use Bridge,0,0,3,0, ,WALK,184.152820142,184.152676467579
2741, ,0,0,3,0, ,SUP,1040.62319981,1040.6231998219
2742,Blackwell Path,0,0,2,0, ,SUPN,613.089220728,613.089220740329
2743,Neponset River Trail,0,0,3,0, ,SUP,477.208926309,477.208941863275
2744,Neponset River Trail,0,0,3,0, ,SUP,150.039411189,150.039422014926
2745,Neponset River Trail,0,0,3,0, ,SUP,374.270510594,374.270482746406
2746,Neponset River Trail,0,0,3,0, ,SUP,33.902794056,33.9028147254948
2747,Neponset River Trail,0,0,3,0, ,SUP,316.821933069,316.821952871629
2748,Neponset River Trail,0,0,3,0, ,SUP,629.879529138,629.879489291696
2749,Charles River Bike Path,0,0,3,0, ,SUP,2138.52293906,2138.51646879387
2750,Emerald Necklace Trail,0,0, ,0, ,SUPN,1014.29506257,1014.29507297114
2751,East Boston Greenway,0,0,2,0, ,SUP,7.92792328029,7.9279232779144
2752,Fenway-Yawkey Multi-Use Path,0,0,M,0,2021,SUP,112.51938873,112.519426807681
2753,Fenway-Yawkey Multi-Use Path,0,0,H,0,2022,SUP,145.316320279,145.316333114401
2754,Miller's Creek Path,0,0,3,0, ,SUP,381.548095556,381.548076955709
2755,Boston Harborwalk,0,0, ,0,2020,SUPM,233.38844472,233.388444728675
2756,East Boston Greenway,0,0,2,0, ,SUP,11.9348600222,11.9348600265324
2757,East Boston Greenway,0,0,2,0, ,SUP,10.2043814779,10.2043814733773
2758,East Boston Greenway,0,0,2,0, ,SUP,386.936948803,386.936948807233
2759,East Boston Greenway,0,0,2,0, ,SUP,152.640957452,152.640957453135
2760,East Boston Greenway,0,0,2,0, ,SUP,66.3822581421,66.3822296630024
2761,East Boston Greenway,0,0,2,0, ,SUP,9.81688569325,9.81688568693032
2762,East Boston Greenway,0,0,2,0, ,SUP,91.1073032756,91.107303279865
2763,East Boston Greenway,0,0,2,0, ,SUP,9.85196106982,9.85196107614482
2764,Southbay Harbor Trail,0,0,H,0, ,SUP,440.186372878,440.129396048459
2765, ,0,0,H,0, ,SUPM,114.624588495,114.624517653502
2766,Nashua Street Park Path,0,0,3,0, ,SUP,284.162701698,284.162701675795
2767,Neponset River Trail,0,0,3,0, ,SUP,209.004582416,209.00462421927
2768, ,0,0,2,0, ,SUPM,965.473847018,965.473848696878
2769,South Street Path,0,0,M,0, ,WALK,115.985700883,115.985700918401
2770,Tenean Beach Path,0,0,3,0, ,SUP,51.2056166197,51.2056166146804
2771,Fiedler Shared-Use Bridge to Beacon St Connector,0,0,3,0, ,SUP,57.7816467021,57.7816334457871
2772,Fairfield Street Shared-Use Bridge,0,0, ,0, ,WALK,160.037062826,160.037140429312
2773,Emerald Necklace Trail,0,0,2,0, ,SUPN,989.901027754,989.901035493379
2774,Emerald Necklace Trail,0,0,2,0, ,SUP,20.308617527,20.3086175243525
2775,Emerald Necklace Trail,0,0,2,0, ,SUPM,88.7145096328,88.7144905815601
2776,Emerald Necklace Trail,0,0,2,0, ,SUPM,199.484980274,199.485010750045
2777,Emerald Necklace Trail,0,0,2,0, ,SUPM,27.6274093894,27.6274093868225
2778,Truman Highway Sidepath,0,0,3,0, ,SUP,1019.37105568,1019.37105567449
2779, ,0,0,2,0, ,SUP,353.322002564,353.321961090606
2780, ,0,0,5,0, ,SUPM,364.550212691,364.55021269424
2781, ,0,0,2,0, ,SUPM,292.14065832,292.140719737028
2782,Barry Playground Path,0,0,2,0, ,SUP,377.074081696,377.074134072348
2783,MassPike Bike-Ped Bridge,0,0,1,0, ,SUP,180.481532061,180.481511298214
2784,Boston Bike Pike,0,0,1,0, ,SUP,91.2569494353,91.256953498153
2785, ,0,0, ,0, ,SUPM,51.9483811375,51.9484326451466
2786, ,0,0, ,0, ,SUPM,501.040327643,501.040348632569
2787,Albany Street Connector,0,0,1,0, ,SUP,721.677016405,721.677016384634
2788,Charles River Bike Path,0,0,3,0, ,SUP,430.654708242,430.654731509098
2789,Moss Bank Path,0,0, ,0, ,SUP,223.81434673,223.814376501456
2790, ,0,0,H,0, ,SUPM,265.741067818,265.741078926573
2791, ,0,0,H,0, ,SUPM,52.1940521997,52.1940521984343
2792, ,0,0,H,0, ,SUPM,46.3948655959,46.3948656010231
2793, ,0,0,H,0, ,SUPM,80.9683079564,80.9682663931674
2794,Boston Harborwalk,0,0,3,0, ,SUP,759.727800975,759.727800975209
2795,South Bay Harbor Trail,0,0,1,0, ,SUP,159.507885283,159.507918483824
2796,Ellis Memorial Childrens Park Path,0,0, ,0, ,SUPM,88.0022367906,88.0022767908405
2797,Stony Brook Reservation Trail,0,0,3,0, ,SUP,38.8173383156,38.8098262252607
2798, ,0,0,3,1,2018,SBL,110.143768559,110.143768559455
2799,Mass Ave Shared-Use Bridge,0,0,3,0, ,WALK,119.392447064,119.392447073778
2800,MBTA Redline Path,0,0,M,0, ,SUPM,239.26259504,239.262595020387
2801, ,0,0, ,0, ,SUPM,219.557800264,219.557800274689
2802,Moakley Park Path,0,0,3,0, ,SUP,880.048786107,880.048799862664
2803,East Boston Greenway,0,0,2,0, ,SUP,892.575088777,892.57506611528
2804,East Boston Greenway Connector,0,0,5,0, ,SUP,941.216696769,941.21669676679
2805,East Boston Greenway,0,0,M,0, ,SUP,457.40106966,457.401112987493
2806,Moakley Park Path,0,0,3,0, ,SUPM,145.493924369,145.493924349826
2807,Boston Harborwalk,0,0,3,0, ,SUP,545.490950776,545.490950779676
2808,Boston Harborwalk,0,0, ,0, ,SUP,16.4584105713,16.4584105696561
2809,Metropolitan Ave Footbridge,0,0,M,0, ,WALK,190.154363539,190.154363547445
2810,Emerald Necklace Trail,0,0,2,0, ,SUPM,29.6451439018,29.6451439018662
2811,East Boston Greenway,0,0,2,0, ,SUP,58.0111271904,58.0111271879242
2812,East Boston Greenway,0,0,2,0, ,SUP,18.5768405232,18.5768405328215
2813,East Boston Greenway,0,0,2,0, ,WALK,68.3658634841,68.36586349876
2814,East Boston Greenway,0,0,2,0, ,SUP,69.181921932,69.1583669178853
2815,East Boston Greenway,0,0,2,0, ,SUP,87.523645295,87.4831838457205
2816,East Boston Greenway,0,0,2,0, ,SUP,83.3171011649,83.2929477150337
2817,East Boston Greenway,0,0,2,0, ,SUP,68.0273958187,68.0273958220151
2818,Boston Harborwalk,0,0,5,0, ,SUP,26.4795473002,26.4795473057007
2819, ,0,0,2,0, ,SUPM,215.472837928,215.472847691745
2820, ,0,0, ,0, ,SUPM,56.4561553697,56.4561553778735
2821, ,0,0, ,0, ,SUP,168.290269466,168.290269466666
2822,ConRAC Multi-Use Path,0,0,5,0, ,SUP,145.302381261,145.29660638614
2823,ConRAC Multi-Use Path,0,0,5,0, ,SUP,181.892335035,181.861206402083
2824,ConRAC Multi-Use Path,0,0,5,0, ,SUP,317.411960127,317.357549540459
2825,East Boston Memorial Park Path,0,0,2,0, ,SUP,72.9001328344,72.8807587067627
2826,East Boston Memorial Park Path,0,0,2,0, ,SUP,524.549938953,524.445402363475
2827,East Boston Memorial Park Path,0,0,2,0, ,SUP,250.511717471,250.440067576341
2828,East Boston Greenway,0,0,2,0, ,SUP,65.2560570879,65.2560570855598
2829,East Boston Greenway,0,0,2,0, ,SUP,52.456982239,52.4569822366182
2830,East Boston Greenway,0,0,2,0, ,SUP,73.7005769278,73.6594550907245
2831,East Boston Greenway,0,0,2,0, ,SUP,9.98222953687,9.98222953121131
2832,Emerald Necklace Trail,0,0,2,0, ,SUP,144.702570907,144.702588739531
2833,Boston Harborwalk,0,0, ,0,2020,SUPM,398.477155578,398.477155559406
2834,Boston Harborwalk,0,0,2,0,2020,SUPM,161.147689553,161.147742489856
2835,Boston Harborwalk,0,0,2,0,2020,SUPM,51.6024983131,51.6024552325978
2836,Boston Harborwalk,0,0,2,0,2020,SUPM,216.305365064,216.305365059137
2837, ,0,0,2,0, ,SUPM,85.0831759857,85.0831802149818
2838,Southbay Harbor Trail,0,0,2,0, ,SUP,848.018312962,847.802216484131
2839,Southbay Harbor Trail,0,0,2,0, ,SUP,27.1155108252,27.1134947495554
2840,Franklin Park Path,0,0,2,0, ,SUP,638.948051956,638.773797133943
2841, ,0,0,3,0, ,SUP,191.477851195,191.477851191031
2842,Langone Park Path,0,0,2,0, ,SUP,71.3463129316,71.3463110352451
2843,Emerald Necklace Trail,0,0,2,0, ,SUPM,123.291431406,123.268516739319
2844, ,0,0,B,0, ,SUP,147.207822284,147.207780782976
2845, ,0,0,3,0, ,SUP,1130.0211967,1130.02119805622
2846, ,0,0,5,0, ,SUPM,524.588688555,524.588688564286
2847,Neponset River Greenway,0,0,3,0, ,SUP,56.1516977622,56.1516977612133
2848,Readville to Neponset,0,0,3,0, ,SUP,86.3738545628,86.3738545656935
2849,South Bay Harbor Trail,0,0,H,0,2021,SBLSL,205.044553886,205.044516266361
2850,Charles River Dam Sidepath,0,0,3,0, ,SUPM,230.156361452,230.140181553739
2851,Boston Harborwalk,0,0,2,0, ,SUPM,346.960742187,346.902628158897
2852,Boston Harborwalk,0,0,2,0, ,SUPM,910.404455652,910.404455658933
2853,Boston Harborwalk,0,0,2,0, ,SUPM,78.5484434541,78.5484434550188
2854,Boston Harborwalk,0,0,2,0, ,SUPM,108.640051607,108.640051607011
2855,Boston Harborwalk,0,0,2,0, ,SUPM,201.029976021,201.029976004735
2856,Boston Harborwalk,0,0, ,0, ,SUPM,196.402561118,196.402561107134
2857,Boston Harborwalk,0,0,5,0, ,SUP,236.32734683,236.32734682776
2858,Boston Harborwalk,0,0,5,0, ,SUP,129.288518761,129.257799217657
2859,Boston Harborwalk,0,0,5,0, ,SUP,661.728496074,661.717156374098
2860,Boston Harbor Islands Trails,0,0, ,0, ,SUP,13.0797054509,13.0797054528109
2861,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,9.94268940782,9.94268941614085
