FID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Leng,Shape__Length
958,Dorchester Avenue,4660000,3,2,0,2011,BL,85.5559122921,85.5559122886388
959,Dorchester Avenue,4633000,3,2,0,2011,BL,77.2958043758,77.2958043683485
960,Dorchester Avenue,5844800,3,2,0,2011,SLM,45.2464502166,45.2464502216636
961,Surface Artery,5587500,3,2,0,2011,BL,113.905173367,113.905173376375
962,High Street,5349500,5,2,0,2011,BL,95.8601105657,95.8601105644934
963,High Street,5490800,3,2,0,2011,BL,42.3232618362,42.3232618377872
964,Purchase Street,5651800,3,2,0,2011,SLM,42.2432164587,42.2432164504367
965,Purchase Street,5482300,3,2,0,2011,BL,33.4322431235,33.4322431213498
966,Franklin Street,5492200,5,2,0,2016,PED,85.5119360867,85.5119360827546
967,Milk Street,5834200,5,2,0,2011,BL,38.6093955281,38.6093955280879
968,Broad Street,5279400,5,2,0,2013,SLM,36.0766526197,36.0766526249797
969,Oliver Street,5391600,0,2,0,2011,BLSL,111.913462804,111.91346281172
970,Oliver Street,5391500,0,2,0,2011,BL,89.4897797572,89.4897797492154
971,Cross Street,45227300,3,2,0,2014,BL,63.848180762,63.8481807642358
972,North Washington Street,5793700,3,2,0,2019,SLM,104.639594258,104.639594258082
973,Salem Street,5243300,0,2,0,2013,SLM,11.2540242297,11.2540242265822
974,First Avenue,5996700,0,8,0,0,SLM,25.3698599402,25.3698599454895
975,Neponset Avenue,4848700,5,2,0,2012,BLSL,46.8578953213,46.8578953213248
976,Freeport Street,5488704,3,2,0,2013,SLM,195.753181009,195.75318100713
977,Columbia Road,6298600,3,1,1,2016,BFBL,240.198642153,240.198642149642
978,Marginal Road,4510900,5,2,0,2019,BL,123.91752752,123.917527526961
979,Charles Street,5264200,3,2,0,2020,SBL,39.4020049195,39.4020049254006
980,Park Plaza,4486500,3,2,0,2020,BL,54.66017934,54.6602259262201
981,Beacon Street,4461800,3,2,0,2020,SBL,64.928645789,64.9286457878142
982,Beacon Street,4460800,3,2,0,2020,SBL,119.586242742,119.586242742607
983,Charles Street Circle,5873700,3,3,1,2018,SLM,62.137744651,62.137744652551
984,Cambridge Street,6236500,3,2,1,2022,SBL,68.4015464422,68.4015464347621
985,West Fourth Street,5672401,3,1,0,2021,SBLBL,49.7964429439,49.7964429484593
986,Shawmut Avenue,5626000,5,2,0,2020,SBL,91.6205141913,91.620514192534
987,Marginal Road,4511500,5,2,0,2019,BL,115.031847457,115.031847456949
988,Harrison Avenue,5238000,5,2,0,2019,BL,67.6473283229,67.6473283208524
989,Harrison Avenue,4509000,5,2,0,2019,BL,54.3610361392,54.3610361414156
990,Harrison Avenue,4505500,5,2,0,2019,BL,61.4958943177,61.4958943176751
991,Tremont Street,4473100,3,2,0,2020,SBL,207.318369356,207.318369352453
992,Cambridge Street,46180100,3,2,1,2022,SBL,75.8997727646,75.8997727646008
993,Summer Street,5626701,3,2,1,2019,SBL,175.586655354,175.58665534955
994,Summer Street,45265500,3,2,1,2019,SBL,183.73057241,183.730572403505
995,Beach Street,5347200,0,2,0, ,SLM,37.8550771962,37.8550771962247
996,Congress Street,5266500,3,2,1,2022,SLM,148.656607377,148.656607376241
997,D Street,5473000,5,2,0,2013,BL,49.4414887395,49.44148874126
998,D Street,4568200,5,2,0,2013,BLSL,46.2589942447,46.2589942504959
999,D Street,4561800,5,2,0,2013,BLSL,44.8029496824,44.8029496823679
1000,Seaport Boulevard,6197700,3,2,0,2012,SLM,57.9341101218,57.9341101166133
1001,Broad Street,5487200,5,2,0,2013,SLM,32.6462413665,32.6462413712473
1002,Atlantic Avenue,5424100,3,2,0,2011,BL,84.6880456233,84.6880231218473
1003,High Street,5624700,3,2,0,2011,BL,57.9624507426,57.962450736061
1004,Commercial Street,5149700,5,2,0,2017,SBL,39.5470473263,39.5470473327141
1005,Neponset Avenue,5205700,5,2,0,2012,BLSL,80.6494378548,80.6494378502792
1006,Drydock Avenue,5278600,0,2,0,2013,BL,213.460805885,213.460805885094
1007,Northern Avenue,5198300,5,5,0,2017,SLM,110.796686054,110.796686053876
1008,Marginal Street,4432700,0,2,0,2015,SLM,173.36241541,173.362415405644
1009,Maverick Street,4430000,5,2,0,2015,BL,63.6171911613,63.61719116135
1010,Chelsea Street,5281800,5,2,0,2010,BL,31.3673375519,31.3673375596065
1011,Chelsea Street,5717600,5,2,0,2010,BL,37.8943791397,37.8943791473614
1012,Meridian Street,4416600,3,2,0,2013,BLSL,80.4122700806,80.4122700808491
1013,Maverick Street,4433400,0,2,0,2015,BL,92.8910924124,92.8910924087122
1014,Veterans Of Foreign Wars Parkway,5171000,2,3,1,2013,SLM,86.5061939064,86.5061939195212
1015,Faneuil Street,4479000,6,2,0,2017,BL,85.4274758397,85.4274758370088
1016,Bennington Street,4393300,5,2,0,2008,SLM,228.983619253,228.983619247918
1017,Saratoga Street,5826300,5,2,1,2012,BL,114.996253597,114.996253592166
1018,Veterans Of Foreign Wars Parkway,5017700,2,3,1,2013,BL,223.958531623,223.958531622012
1019,Veterans Of Foreign Wars Parkway,6213600,2,3,1,2013,BL,106.93668177,106.936681776978
1020,Veterans Of Foreign Wars Parkway,6288900,2,3,1,2013,SLM,80.1852759514,80.1852759534253
1021,Veterans Of Foreign Wars Parkway,6238900,2,3,1,2013,BL,77.3200406864,77.3200406841267
1022,Beacon Street,5357800,3,2,0,2009,BL,55.139042948,55.1390429557316
1023,Faneuil Street,5454600,3,2,0,2017,SLM,42.4797075847,42.4797075848455
1024,Washington Street,5799300,3,2,0,2010,BL,98.164089136,98.1640891342406
1025,Faneuil Street,5363900,6,2,0,2017,BL,78.6793715191,78.6793715191222
1026,Faneuil Street,4486700,6,2,0,2017,SLM,35.0819612618,35.0819612631244
1027,Veterans Of Foreign Wars Parkway,6212300,2,3,1,2013,SLM,132.725590415,132.725590422918
1028,Faneuil Street,4464700,6,2,0,2017,SLM,162.334156819,162.334156818236
1029,Market Street,4488700,5,2,0,2013,BL,110.464759356,110.464759356498
1030,Summer Street,45263200,3,2,1, ,BFBL,194.409051581,194.409051572029
1031,State Street,5791801,3,2,0,2020,SBL,19.2981803473,19.2981803327739
1032,University Of Massachusetts Access Road,5438801,0,B,0,2019,BL,135.036719546,135.036719540659
1033,Mount Vernon Street,4676100,6,2,0,2019,SBL,58.3721779049,58.372177911794
1034, ,6066300,0, ,0,2019,SBL,90.1165223643,90.1165223556617
1035,Central Square,5858800,0,2,0,2017,SLM,23.0794733172,23.0794733131624
1036,Beacon Street,5248700,3,2,0,2009,BL,458.83322523,458.833225238815
1037,Commonwealth Avenue,6227000,3,2,1,2013,BL,257.210612225,257.210563243714
1038,Lake Street,5786200,6,2,0,2011,BL,17.3463438964,17.3463438931057
1039,Brighton Avenue,5262000,3,2,1,2019,SLM,100.718128316,100.718128322962
1040,Brighton Avenue,5261800,3,2,1,2019,SLM,72.477336879,72.4773368716778
1041,Harvard Avenue,5576000,3,2,0,2010,BL,13.6020732388,13.6020732424587
1042,Harvard Avenue,5262800,3,2,0,2010,BL,142.403611199,142.40361119889
1043,Brighton Avenue,5426600,3,2,1,2019,SLM,78.5708389568,78.5708389415524
1044,Franklin Street,5279600,0,2,0,2010,SLM,47.8815366063,47.8815366022018
1045,Chestnut Hill Avenue,4551100,5,2,0,2013,SLM,69.6192321299,69.619232130643
1046,Chestnut Hill Avenue,5846000,5,2,0,2013,BL,42.5166919865,42.5166919894122
1047,Commonwealth Avenue Frontage Road Eb,5108200,0,2,1,2013,SLM,56.7097079425,56.7097079425358
1048,Commonwealth Avenue Frontage Road Eb,5108500,0,2,1,2013,SLM,91.8980505426,91.8980505345292
1049,Commonwealth Avenue Frontage Road Eb,5108700,0,2,1,2013,SLM,300.450776788,300.450776797044
1050,Chestnut Hill Avenue,5656500,5,2,0,2013,BLSL,106.728648209,106.728648216985
1051,Market Street,5589500,5,2,1,2013,BLSL,37.7240145258,37.7240145220427
1052,Centre Street,4870800,5,2,0,2019,BFBL,273.348565526,273.348565533982
1053,Veterans Of Foreign Wars Parkway,6287000,2,3,1,2013,BL,477.124993868,477.124993853951
1054,Commonwealth Avenue Frontage Road Eb,5109000,0,2,1,2013,SLM,45.5272347099,45.5272347020126
1055,Commonwealth Avenue Frontage Road Wb,5309900,0,2,1,2013,BL,90.4642560642,90.4642560717861
1056,Cambridge Street,5237200,3,2,0,2010,BL,76.0592938147,76.0592938082745
1057,Cambridge Street,5193200,3,2,0,2010,BL,84.1133938585,84.1133938741511
1058,Centre Street,4856700,5,2,0,2019,BFBL,88.3384557316,88.3384557334623
1059,Centre Street,4843300,5,2,0,2019,BFBL,79.1753419786,79.1753419807637
1060,Centre Street,4834200,5,2,0,2019,BFBL,80.7136998243,80.7136998250585
1061,Commonwealth Avenue Frontage Road Eb,5109600,0,2,1,2013,SLM,137.911806851,137.911806857901
1062,Commonwealth Avenue Frontage Road Eb,5110100,0,2,1,2013,SLM,61.6948312068,61.69483120313
1063,Cambridge Street,4482400,3,2,0,2010,BL,65.5811529459,65.5811529392105
1064,Cambridge Street,4480000,3,2,0,2010,BL,50.3549511773,50.354951185596
1065,Cambridge Street,5193800,3,2,0,2010,SLM,80.5810471249,80.5810471266117
1066,Everett Street,5624000,6,2,0,2017,BLSL,423.239026968,423.239026958153
1067,Brighton Avenue,5576100,3,2,1,2019,SLM,55.9723607896,55.9723607896003
1068,Brighton Avenue,6244600,3,2,1,2013,SLM,129.141703256,129.141703261819
1069,Western Avenue,5126000,5,2,0,2015,BLSL,25.283096603,25.2830966030215
1070,Walter Street,5175800,6,2,0,2016,BLSL,22.4946087679,22.4946087633656
1071,Belgrade Avenue,4891100,3,2,0,2009,BL,63.5081309144,63.5081309064843
1072,Centre Street,6292100,5,2,1,2010,SLM,43.6629850487,43.6629850470152
1073,Centre Street,6247900,5,2,1,2010,BL,76.2809000775,76.2809000632418
1074,Cambridge Street,5623700,3,2,1,2022,SBL,245.132653594,245.132653594643
1075,Western Avenue,5638900,5,2,0,2015,BLSL,37.2163089568,37.2163089486202
1076,River Street,5079000,5,2,0,2012,BLSL,67.0452294592,67.0452294595626
1077,South Street,4886800,3,2,0,2009,BL,151.488683846,151.488683849341
1078,Washington Street,4865500,3,2,0,2009,BL-PEAKBUS,155.198875566,155.198875570407
1079,Walter Street,5222500,6,2,0,2016,SLM,38.6639529647,38.6639529710886
1080,Washington Street,4843200,3,2,0,2009,BL-PEAKBUS,69.2351070698,69.2351070622973
1081,Washington Street,5116800,3,2,0,2009,BL-PEAKBUS,20.2556242223,20.2556242150387
1082,Centre Street,6264500,2,3,1,2011,BL,45.2827660976,45.2827660942364
1083,Perkins Street,4648700,5,2,0,2010,SLM,29.1060989961,29.1060989894419
1084,Huntington Avenue,5383300,3,2,1,2010,SLM,61.3860216921,61.3860216941243
1085,Brighton Avenue,5246900,3,2,1,2019,SLM,58.5489243084,58.5489243225204
1086,Brighton Avenue,5720800,3,2,1,2019,SLM,155.44142713,155.441427129112
1087,Brighton Avenue,5246700,3,2,1,2010,BL,31.7825028349,31.782502842326
1088,Cambridge Street,5609900,3,2,1,2022,SBL,56.9665240068,56.9665239985191
1089,North Harvard Street,5813800,5,2,0,2009,BLSL,80.1482571708,80.1482571679857
1090,North Harvard Street,5814000,5,2,0,2009,BLSL,9.97385111216,9.97385110904306
1091,Western Avenue,4436200,5,2,0,2012,BL,81.958088724,81.9580887160979
1092,Western Avenue,5151800,5,2,0,2021,SBL,62.0427358449,62.0427358453391
1093,Washington Street,5281100,3,2,0,2016,BFBL,19.3365252623,19.3365252623025
1094, ,6317600,0, ,0, ,SUP,13.2130125339,13.2130125412327
1095,American Legion Highway,5172500,5,2,1,2020,SBL,76.4548887196,76.4548887232034
1096,Centre Street,5199300,5,2,0,2011,SLM,49.4089669849,49.4089669856162
1097,Perkins Street,5150400,5,3,1,2008,BL,12.1938484686,12.193848465159
1098,Perkins Street,6229000,5,3,1,2008,BL,54.7176971739,54.7176971802499
1099,Perkins Street,5150600,5,3,1,2008,BL,33.8227253472,33.8227253497578
1100,Cambridge Street,6269000,3,2,1,2022,SBL,299.978039801,299.978039793075
1101,American Legion Highway,6232400,5,2,1,2020,BL,104.136858057,104.136858056654
1102,American Legion Highway,6222900,5,2,1,2009,BFBL,135.349657861,135.349657853075
1103,Walk Hill Street,5133300,5,2,0,2015,BL,297.358491348,297.358491350846
1104,South Street,4774800,6,2,0,2018,SBL,66.9769344727,66.9769344678966
1105,Arborway,5764200,0,3,1,2018,SBL,468.444296116,468.444296109264
1106,South Huntington Avenue,5127700,5,2,0,2010,BL,198.511863102,198.511863106802
1107,South Street,5167000,5,2,0,2010,SLM,46.9803772575,46.9803772610035
1108,South Street,4750100,5,2,0,2010,SLM,39.1679180363,39.1679180315022
1109,Centre Street,4734100,5,2,0,2010,BL,43.0164764292,43.0164764207688
1110,Centre Street,4697700,5,2,0,2010,BL,55.7522043792,55.7522043792655
1111,Centre Street,4702900,5,2,0,2010,BL,25.1278309833,25.1278309885407
1112,Centre Street,4686700,5,2,0,2010,BL,58.6916594297,58.6916594333708
1113,Huntington Avenue,6270800,3,2,1,2013,SLM,70.3812559146,70.3812786375016
1114,Commonwealth Avenue,6294400,3,2,1,2018,SBL,235.143952167,235.143952159491
1115,American Legion Highway,5120300,5,2,1,2020,SBL,616.134734233,616.134734240535
1116,Walk Hill Street,5688900,5,2,0,2015,BL,109.585689641,109.585689640747
1117,Arborway,5241500,0,3,1,2018,SBL,42.0384344355,42.0384344203665
1118,James Shea Circle,5489300,2,1,1,2018,SBL,17.8142430329,17.8142430400652
1119,Huntington Avenue,5679400,3,2,0,2013,SLM,113.114005696,113.114005703826
1120,Brookline Avenue,4570000,2,2,0,2013,SLM,66.6055366965,66.6055366964872
1121,Longwood Avenue,5318500,5,2,0,2015,BLSL,20.824523616,20.8245236138848
1122,Brookline Avenue,6297900,2,2,0,2020,BL,100.128658384,100.128658371491
1123,Commonwealth Avenue,5176700,3,2,1,2008,BL,193.24370257,193.243702569836
1124,Park Drive,5383400,2,2,0,2015,BL,14.7932202232,14.7932202232146
1125,Commonwealth Avenue,6233600,3,2,1,2008,BL,131.253635683,131.25363567547
1126,River Street,5053200,5,2,0,2013,SLM,106.136100992,106.136100984762
1127,River Street,5155800,5,2,0,2013,SLM,40.0330794549,40.0330794379791
1128,River Street,5729900,5,2,0,2013,SLM,18.8047770612,18.8047770717185
1129,Walk Hill Street,4947100,5,2,0,2014,SLM,185.98004136,185.980041366967
1130,Walk Hill Street,5168300,5,2,0,2015,BL,90.9799774414,90.9799774441257
1131,Morton Street,5688400,2,1,1,2013,BFBL,441.456549157,441.456549163718
1132,Forsyth Street,5380800,0,2,0,2012,BL,103.786298441,103.786298441413
1133,Forsyth Street,5380900,0,2,0,2012,BL,27.8030619381,27.8030619368999
1134,Massachusetts Avenue,5200000,3,2,0,2016,SBL,191.910251636,191.910251635721
1135,Centre Street,4637400,5,2,0,2010,BLSL,33.4717239722,33.471723957819
1136,Centre Street,4637500,5,2,0,2010,BLSL,62.502174024,62.5021740392775
1137,Centre Street,5147300,5,2,0,2011,SLM,152.349351489,152.349351489392
1138,Tremont Street,5316000,5,2,0,2015,SLM,61.2525784799,61.2525784815523
1139,Palace Road,5745000,0,2,0,2012,SLM,99.854194781,99.8541947779106
1140,Huntington Avenue,6241500,3,2,1,2013,SLM,96.6806332353,96.680633237769
1141,Saint Alphonsus Street,5350600,5,2,0,2015,BL,59.6297047639,59.6297047638802
1142,Beacon Street,5190000,3,2,1,2018,SBL,65.9429539842,65.9429539759554
1143,Beacon Street,5190100,3,2,1,2020,SBL,69.0121596421,69.0121596433909
1144,River Street,5868800,5,2,0,2013,SLM,43.5694611174,43.5694611235844
1145,Blue Hill Avenue,6285400,5,2,1,2010,SLM,36.9710755526,36.9710755486727
1146,Warren Street,4714200,5,2,0,2010,SLM,33.9952667085,33.9952667084913
1147,Blue Hill Avenue,5175300,2,2,1,2010,SLM,111.911218698,111.911218701217
1148,Blue Hill Avenue,6282300,2,2,1,2010,BL,92.7763968849,92.7763968883274
1149,Blue Hill Avenue,4966300,2,2,1,2010,BL,93.4172167657,93.4172167677567
1150,Morton Street,5690800,2,1,1,2013,BL,36.4506283632,36.4506283613129
1151,American Legion Highway,6236100,5,2,1,2020,SBL,77.8207743966,77.8207743952445
1152,Walnut Avenue,5308200,6,2,0,2011,SLM,76.5125595246,76.5125595275699
1153,Walnut Avenue,4710200,6,2,0,2011,SLM,124.154735699,124.154735701113
1154,Canterbury Street,4948500,0,2,0,2021,SLMTC,45.5432953945,45.5432953918583
1155,Washington Street,4743000,3,2,0,2016,SLM,24.1406211087,24.1406211102999
1156,Essex Street,5871500,2,2,0,2018,BL,21.0104046911,21.0104046910917
1157,Washington Street,5734500,3,2,0,2016,SLM,119.442384452,119.44238445543
1158,Washington Street,4705600,3,2,0,2016,SLM,77.2384329178,77.2384329148116
1159,Brookline Avenue,4532200,3,2,0,2019,SBLSL,221.804846651,221.804846654067
1160,Brookline Avenue,5354500,3,2,0,2019,BLSL,50.6537616281,50.6537616241151
1161,Boylston Street,4529600,2,2,0,2022,SBL,99.4991417624,99.4991542966641
1162,Maitland Street,5742900,0,2,0, ,SLM,33.1991323736,33.1991323736437
1163, ,5903300,0, ,0, ,SUP,122.57665143,122.576651445453
1164,Thornton Street,5832200,0,2,0,2011,SLM,48.1554159814,48.1554159787148
1165,Huntington Avenue,6261600,3,2,1,2012,SLM,92.5780611157,92.5780611091359
1166,Museum Road,5381200,0,2,0,2010,SLM,203.56657701,203.566636763735
1167,Ruggles Street,6305500,5,2,0,2010,SLM,55.6047208019,55.6047208002758
1168,Forsyth Way,5424900,5,2,1,2011,BL,166.164138344,166.164138347957
1169,Commonwealth Avenue,6224600,3,2,1,2009,BL,74.6056332646,74.6056332726607
1170,Brookline Avenue,45732100,3,2,1,2009,SLM,68.7114264588,68.7114264628124
1171,Blue Hill Avenue,5124200,2,2,1,2010,BL,87.3085153642,87.3085153659428
1172,Blue Hill Avenue,6223900,2,2,1,2010,BL,85.9919865066,85.9919865138272
1173,Blue Hill Avenue,6218800,3,2,1,2010,BL,59.5030831115,59.5030831168751
1174,Blue Hill Avenue,6219100,3,2,1,2010,BL,74.6930183963,74.6930183926219
1175,Blue Hill Avenue,6219300,3,2,1,2010,BL,59.5242765918,59.5242765899158
1176,Blue Hill Avenue,6219400,3,2,1,2010,BL,32.2801457839,32.2801457858535
1177,Blue Hill Avenue,4856600,3,2,1,2010,BL,92.6325319593,92.6325319592919
1178,Blue Hill Avenue,5111300,3,2,1,2010,BL,21.3456655796,21.3456655760112
1179,Blue Hill Avenue,4805400,3,2,1,2012,BL,198.393906854,198.393906862742
1180,Talbot Avenue,5691000,5,2,0,2010,BL,107.030727524,107.030727527823
1181,Blue Hill Avenue,6227300,3,2,1,2012,SLM,87.1061030742,87.1061030796469
1182,Walnut Avenue,4666600,6,2,0,2011,SLM,125.447361762,125.447361760825
1183,Walnut Avenue,5189400,6,2,0,2011,SLM,79.6451219063,79.6451219076284
1184,Walnut Avenue,4651300,6,2,0,2011,BLSL,84.5288109611,84.5288109642342
1185,Huntington Avenue,5978400,3,2,1,2012,SLM,156.501394865,156.50139486814
1186,Commonwealth Avenue,5859202,3,2,1,2010,BL,10.0461972058,10.0462057484656
1187,Hereford Street,5269700,5,2,0,2013,BL,49.7756839631,49.7756839578322
1188,Boylston Street,5650300,3,2,0,2020,SBL,14.510723256,14.5107232485622
1189,Boylston Street,5861900,3,2,0,2020,SBL,34.6346925648,34.6346925726175
1190,Washington Street,4465300,0,2,0,0,PED,96.1585470356,96.1585470431573
1191,Massachusetts Avenue,5589000,3,2,0,2022,SBLBL,109.744804075,109.744804072686
1192,Willowwood Street,5723700,0,2,0,2015,SLM,71.8919989974,71.891999002314
1193,Ballou Avenue,4925600,0,2,0,2015,SLM,64.165182567,64.165182567118
1194,Warren Street,5191800,5,2,0,2010,SLM,17.0052369616,17.0052369580268
1195,Walnut Avenue,4647200,6,2,0,2011,BLSL,45.8755583799,45.8755583765138
1196,Warren Street,6263500,5,2,1,2011,BL,268.341118757,268.341118750797
1197,Martin Luther King Boulevard,6248600,5,2,1,2010,BL,13.1009054965,13.1009054910493
1198,Warren Street,5602300,5,2,1,2011,BL,39.1524809698,39.1524809697841
1199,Warren Street,5799700,5,2,1,2011,BL,72.7421255974,72.7421256024083
1200,Warren Street,4614500,5,2,0,2011,SLM,85.427207099,85.4272070947627
1201,Warren Street,6264200,5,2,1,2021,SBL,41.9167632005,41.9167632031959
1202,Warren Street,5601300,5,2,1,2011,BL,20.5323626603,20.5323626640109
1203,Washington Street,5271600,3,2,0,2011,SLM,100.740111308,100.740111309313
1204,Washington Street,6245300,3,2,1,2011,SLM,69.5350150534,69.5350150499189
1205,Massachusetts Avenue,5260300,3,2,0,2011,BL,164.789722178,164.789722174294
1206,Massachusetts Avenue,4536900,3,2,0,2022,SBLBL,84.2399823033,84.2399823032939
1207,Belvidere Street,5342900,5,2,0,2013,BL,83.448649906,83.4486499066295
1208,Norfolk Street,4867900,5,2,0,2017,BL,46.1152396694,46.115239675353
1209,Columbia Road,6284100,5,2,1,2010,BL,68.9943496996,68.9943496996498
1210,Geneva Avenue,5854300,5,2,0,2016,SLM,209.879818828,209.879818833289
1211,Columbia Road,5218000,5,2,1,2010,BL,152.806532203,152.806532202835
1212,Dorchester Avenue,4942000,3,2,0,2010,SLM,46.6716287461,46.6716287476553
1213,Dorchester Avenue,4928800,3,2,0,2010,SLM,76.068642524,76.0686425225277
1214,Washington Street,4559900,3,2,0,2011,SLM,79.6083713515,79.6083713541119
1215,Columbus Avenue,4522200,3,2,0,2009,BL,74.1392769994,74.139276996592
1216,Dartmouth Street,5663300,5,2,0,2011,SLM,26.1337599824,26.1337599789291
1217,West Dedham Street,5616300,5,2,0,2011,BLSL,51.5139629147,51.5139629141184
1218,Huntington Avenue,5595400,3,2,1,2015,SLM,216.308601162,216.308601165983
1219,Dartmouth Street,4508400,5,2,0,2011,BL,117.171180064,117.171180066301
1220,Stuart Street,4503600,3,2,0,2017,BL,185.783024821,185.783024820594
1221,Dartmouth Street,5269300,5,2,0,2020,BFBL,52.0010332283,52.0010332222922
1222,Sullivan Square,5872200,3,2,0,2014,BFBL,49.7943203335,49.79432033197
